"Time (s)" "Packet Inter-arrival (ms)" "avg_OSD.flyTime [s]" "Distance (m)" "Height (m)"
221.0 0.661 221.45 17.148 46.65
221.0 2.061 221.45 17.148 46.65
221.0 4.452 221.45 17.148 46.65
221.0 0.494 221.45 17.148 46.65
221.0 0.07 221.45 17.148 46.65
221.0 0.118 221.45 17.148 46.65
221.0 1.297 221.45 17.148 46.65
221.0 13.835 221.45 17.148 46.65
221.0 7.334 221.45 17.148 46.65
221.0 5.454 221.45 17.148 46.65
221.0 0.657 221.45 17.148 46.65
221.0 3.515 221.45 17.148 46.65
221.0 0.62 221.45 17.148 46.65
221.0 2.667 221.45 17.148 46.65
221.0 2.678 221.45 17.148 46.65
221.0 10.742 221.45 17.148 46.65
221.0 1.045 221.45 17.148 46.65
221.0 4.482 221.45 17.148 46.65
221.0 1.608 221.45 17.148 46.65
221.0 3.467 221.45 17.148 46.65
221.0 0.551 221.45 17.148 46.65
221.0 16.235 221.45 17.148 46.65
221.0 6.386 221.45 17.148 46.65
221.0 13.859 221.45 17.148 46.65
221.0 0.39 221.45 17.148 46.65
221.0 2.613 221.45 17.148 46.65
221.0 0.722 221.45 17.148 46.65
221.0 1.833 221.45 17.148 46.65
221.0 0.428 221.45 17.148 46.65
221.0 0.087 221.45 17.148 46.65
221.0 1.386 221.45 17.148 46.65
221.0 12.395 221.45 17.148 46.65
221.0 1.394 221.45 17.148 46.65
221.0 4.032 221.45 17.148 46.65
221.0 2.693 221.45 17.148 46.65
221.0 0.049 221.45 17.148 46.65
221.0 0.724 221.45 17.148 46.65
221.0 1.029 221.45 17.148 46.65
221.0 11.725 221.45 17.148 46.65
221.0 20.244 221.45 17.148 46.65
221.0 3.91 221.45 17.148 46.65
221.0 1.016 221.45 17.148 46.65
221.0 0.671 221.45 17.148 46.65
221.0 1.029 221.45 17.148 46.65
221.0 0.2 221.45 17.148 46.65
221.0 9.274 221.45 17.148 46.65
221.0 4.159 221.45 17.148 46.65
221.0 5.567 221.45 17.148 46.65
221.0 9.28 221.45 17.148 46.65
221.0 1.051 221.45 17.148 46.65
221.0 0.673 221.45 17.148 46.65
221.0 1.052 221.45 17.148 46.65
221.0 0.319 221.45 17.148 46.65
221.0 2.098 221.45 17.148 46.65
221.0 0.85 221.45 17.148 46.65
221.0 3.694 221.45 17.148 46.65
221.0 15.684 221.45 17.148 46.65
221.0 1.215 221.45 17.148 46.65
221.0 4.907 221.45 17.148 46.65
221.0 0.647 221.45 17.148 46.65
221.0 1.032 221.45 17.148 46.65
221.0 0.453 221.45 17.148 46.65
221.0 0.074 221.45 17.148 46.65
221.0 13.138 221.45 17.148 46.65
221.0 19.526 221.45 17.148 46.65
221.0 1.085 221.45 17.148 46.65
221.0 2.393 221.45 17.148 46.65
221.0 0.04 221.45 17.148 46.65
221.0 0.628 221.45 17.148 46.65
221.0 3.867 221.45 17.148 46.65
221.0 13.321 221.45 17.148 46.65
221.0 5.603 221.45 17.148 46.65
221.0 0.053 221.45 17.148 46.65
221.0 0.035 221.45 17.148 46.65
221.0 11.647 221.45 17.148 46.65
221.0 1.021 221.45 17.148 46.65
221.0 2.177 221.45 17.148 46.65
221.0 7.774 221.45 17.148 46.65
221.0 4.233 221.45 17.148 46.65
221.0 0.399 221.45 17.148 46.65
221.0 0.294 221.45 17.148 46.65
221.0 0.25 221.45 17.148 46.65
221.0 7.305 221.45 17.148 46.65
221.0 4.627 221.45 17.148 46.65
221.0 6.02 221.45 17.148 46.65
221.0 1.016 221.45 17.148 46.65
221.0 0.674 221.45 17.148 46.65
221.0 8.563 221.45 17.148 46.65
221.0 8.838 221.45 17.148 46.65
221.0 0.613 221.45 17.148 46.65
221.0 0.277 221.45 17.148 46.65
221.0 10.538 221.45 17.148 46.65
221.0 3.785 221.45 17.148 46.65
221.0 3.979 221.45 17.148 46.65
221.0 12.503 221.45 17.148 46.65
221.0 7.058 221.45 17.148 46.65
221.0 0.633 221.45 17.148 46.65
221.0 8.746 221.45 17.148 46.65
221.0 0.392 221.45 17.148 46.65
221.0 1.059 221.45 17.148 46.65
221.0 0.662 221.45 17.148 46.65
221.0 1.037 221.45 17.148 46.65
221.0 0.66 221.45 17.148 46.65
221.0 0.133 221.45 17.148 46.65
221.0 0.507 221.45 17.148 46.65
221.0 0.241 221.45 17.148 46.65
221.0 19.523 221.45 17.148 46.65
221.0 5.81 221.45 17.148 46.65
221.0 3.448 221.45 17.148 46.65
221.0 1.123 221.45 17.148 46.65
221.0 2.721 221.45 17.148 46.65
221.0 7.411 221.45 17.148 46.65
221.0 8.228 221.45 17.148 46.65
221.0 0.753 221.45 17.148 46.65
221.0 1.925 221.45 17.148 46.65
221.0 9.396 221.45 17.148 46.65
221.0 1.151 221.45 17.148 46.65
221.0 0.08 221.45 17.148 46.65
221.0 2.586 221.45 17.148 46.65
221.0 0.106 221.45 17.148 46.65
221.0 17.689 221.45 17.148 46.65
221.0 7.193 221.45 17.148 46.65
221.0 3.759 221.45 17.148 46.65
221.0 0.049 221.45 17.148 46.65
221.0 0.252 221.45 17.148 46.65
221.0 1.712 221.45 17.148 46.65
221.0 5.698 221.45 17.148 46.65
221.0 0.224 221.45 17.148 46.65
221.0 1.355 221.45 17.148 46.65
221.0 9.768 221.45 17.148 46.65
221.0 0.954 221.45 17.148 46.65
221.0 0.648 221.45 17.148 46.65
221.0 0.926 221.45 17.148 46.65
221.0 0.263 221.45 17.148 46.65
221.0 8.311 221.45 17.148 46.65
221.0 6.116 221.45 17.148 46.65
221.0 14.287 221.45 17.148 46.65
221.0 13.524 221.45 17.148 46.65
221.0 6.675 221.45 17.148 46.65
221.0 5.548 221.45 17.148 46.65
221.0 0.059 221.45 17.148 46.65
221.0 0.595 221.45 17.148 46.65
221.0 1.02 221.45 17.148 46.65
221.0 7.279 221.45 17.148 46.65
221.0 0.994 221.45 17.148 46.65
221.0 0.664 221.45 17.148 46.65
221.0 4.535 221.45 17.148 46.65
221.0 9.764 221.45 17.148 46.65
221.0 4.622 221.45 17.148 46.65
221.0 3.078 221.45 17.148 46.65
221.0 2.805 221.45 17.148 46.65
221.0 6.736 221.45 17.148 46.65
221.0 4.704 221.45 17.148 46.65
221.0 1.637 221.45 17.148 46.65
221.0 0.685 221.45 17.148 46.65
221.0 4.873 221.45 17.148 46.65
221.0 0.284 221.45 17.148 46.65
221.0 2.0 221.45 17.148 46.65
221.0 19.199 221.45 17.148 46.65
221.0 2.204 221.45 17.148 46.65
221.0 3.658 221.45 17.148 46.65
221.0 0.602 221.45 17.148 46.65
221.0 1.016 221.45 17.148 46.65
221.0 0.229 221.45 17.148 46.65
221.0 14.771 221.45 17.148 46.65
221.0 11.254 221.45 17.148 46.65
221.0 2.946 221.45 17.148 46.65
221.0 0.065 221.45 17.148 46.65
221.0 6.025 221.45 17.148 46.65
221.0 0.689 221.45 17.148 46.65
221.0 5.965 221.45 17.148 46.65
221.0 0.301 221.45 17.148 46.65
221.0 0.63 221.45 17.148 46.65
221.0 6.101 221.45 17.148 46.65
221.0 6.59 221.45 17.148 46.65
221.0 2.982 221.45 17.148 46.65
221.0 1.148 221.45 17.148 46.65
221.0 0.663 221.45 17.148 46.65
221.0 1.017 221.45 17.148 46.65
221.0 0.265 221.45 17.148 46.65
221.0 14.964 221.45 17.148 46.65
221.0 1.787 221.45 17.148 46.65
221.0 18.487 221.45 17.148 46.65
221.0 2.097 221.45 17.148 46.65
221.0 2.003 221.45 17.148 46.65
221.0 0.656 221.45 17.148 46.65
221.0 1.048 221.45 17.148 46.65
221.0 0.385 221.45 17.148 46.65
221.0 10.501 221.45 17.148 46.65
221.0 3.567 221.45 17.148 46.65
221.0 5.331 221.45 17.148 46.65
221.0 9.474 221.45 17.148 46.65
221.0 3.88 221.45 17.148 46.65
221.0 0.363 221.45 17.148 46.65
221.0 0.494 221.45 17.148 46.65
221.0 1.046 221.45 17.148 46.65
221.0 3.772 221.45 17.148 46.65
221.0 0.879 221.45 17.148 46.65
221.0 0.13 221.45 17.148 46.65
221.0 0.039 221.45 17.148 46.65
221.0 2.776 221.45 17.148 46.65
221.0 5.102 221.45 17.148 46.65
221.0 7.609 221.45 17.148 46.65
221.0 8.412 221.45 17.148 46.65
221.0 0.461 221.45 17.148 46.65
221.0 0.66 221.45 17.148 46.65
221.0 6.237 221.45 17.148 46.65
221.0 0.229 221.45 17.148 46.65
222.0 4.268 222.45 17.15 45.65
222.0 19.516 222.45 17.15 45.65
222.0 1.373 222.45 17.15 45.65
222.0 0.008 222.45 17.15 45.65
222.0 0.648 222.45 17.15 45.65
222.0 5.515 222.45 17.15 45.65
222.0 0.502 222.45 17.15 45.65
222.0 13.588 222.45 17.15 45.65
222.0 15.036 222.45 17.15 45.65
222.0 3.576 222.45 17.15 45.65
222.0 1.657 222.45 17.15 45.65
222.0 1.963 222.45 17.15 45.65
222.0 0.655 222.45 17.15 45.65
222.0 1.02 222.45 17.15 45.65
222.0 0.424 222.45 17.15 45.65
222.0 2.612 222.45 17.15 45.65
222.0 6.388 222.45 17.15 45.65
222.0 6.673 222.45 17.15 45.65
222.0 0.514 222.45 17.15 45.65
222.0 0.467 222.45 17.15 45.65
222.0 0.665 222.45 17.15 45.65
222.0 1.921 222.45 17.15 45.65
222.0 0.267 222.45 17.15 45.65
222.0 0.827 222.45 17.15 45.65
222.0 16.133 222.45 17.15 45.65
222.0 13.344 222.45 17.15 45.65
222.0 0.982 222.45 17.15 45.65
222.0 0.68 222.45 17.15 45.65
222.0 1.086 222.45 17.15 45.65
222.0 0.306 222.45 17.15 45.65
222.0 4.203 222.45 17.15 45.65
222.0 20.428 222.45 17.15 45.65
222.0 5.443 222.45 17.15 45.65
222.0 0.97 222.45 17.15 45.65
222.0 1.295 222.45 17.15 45.65
222.0 3.49 222.45 17.15 45.65
222.0 0.225 222.45 17.15 45.65
222.0 7.35 222.45 17.15 45.65
222.0 0.444 222.45 17.15 45.65
222.0 1.033 222.45 17.15 45.65
222.0 3.844 222.45 17.15 45.65
222.0 2.772 222.45 17.15 45.65
222.0 2.366 222.45 17.15 45.65
222.0 12.097 222.45 17.15 45.65
222.0 3.48 222.45 17.15 45.65
222.0 0.992 222.45 17.15 45.65
222.0 0.66 222.45 17.15 45.65
222.0 1.054 222.45 17.15 45.65
222.0 0.44 222.45 17.15 45.65
222.0 13.663 222.45 17.15 45.65
222.0 15.525 222.45 17.15 45.65
222.0 3.737 222.45 17.15 45.65
222.0 0.66 222.45 17.15 45.65
222.0 0.359 222.45 17.15 45.65
222.0 0.637 222.45 17.15 45.65
222.0 0.377 222.45 17.15 45.65
222.0 20.244 222.45 17.15 45.65
222.0 2.839 222.45 17.15 45.65
222.0 8.257 222.45 17.15 45.65
222.0 1.012 222.45 17.15 45.65
222.0 0.676 222.45 17.15 45.65
222.0 1.894 222.45 17.15 45.65
222.0 0.063 222.45 17.15 45.65
222.0 2.985 222.45 17.15 45.65
222.0 2.575 222.45 17.15 45.65
222.0 6.491 222.45 17.15 45.65
222.0 1.005 222.45 17.15 45.65
222.0 13.71 222.45 17.15 45.65
222.0 1.328 222.45 17.15 45.65
222.0 0.093 222.45 17.15 45.65
222.0 1.213 222.45 17.15 45.65
222.0 0.767 222.45 17.15 45.65
222.0 0.046 222.45 17.15 45.65
222.0 18.18 222.45 17.15 45.65
222.0 4.514 222.45 17.15 45.65
222.0 1.559 222.45 17.15 45.65
222.0 0.634 222.45 17.15 45.65
222.0 1.004 222.45 17.15 45.65
222.0 0.66 222.45 17.15 45.65
222.0 0.918 222.45 17.15 45.65
222.0 10.996 222.45 17.15 45.65
222.0 18.896 222.45 17.15 45.65
222.0 0.682 222.45 17.15 45.65
222.0 0.344 222.45 17.15 45.65
222.0 0.372 222.45 17.15 45.65
222.0 0.789 222.45 17.15 45.65
222.0 0.164 222.45 17.15 45.65
222.0 0.332 222.45 17.15 45.65
222.0 0.245 222.45 17.15 45.65
222.0 1.326 222.45 17.15 45.65
222.0 11.886 222.45 17.15 45.65
222.0 1.687 222.45 17.15 45.65
222.0 4.617 222.45 17.15 45.65
222.0 4.896 222.45 17.15 45.65
222.0 9.349 222.45 17.15 45.65
222.0 2.392 222.45 17.15 45.65
222.0 0.682 222.45 17.15 45.65
222.0 0.346 222.45 17.15 45.65
222.0 2.155 222.45 17.15 45.65
222.0 0.044 222.45 17.15 45.65
222.0 0.783 222.45 17.15 45.65
222.0 2.316 222.45 17.15 45.65
222.0 0.331 222.45 17.15 45.65
222.0 4.234 222.45 17.15 45.65
222.0 0.059 222.45 17.15 45.65
222.0 0.033 222.45 17.15 45.65
222.0 0.027 222.45 17.15 45.65
222.0 0.026 222.45 17.15 45.65
222.0 13.237 222.45 17.15 45.65
222.0 3.416 222.45 17.15 45.65
222.0 7.518 222.45 17.15 45.65
222.0 0.629 222.45 17.15 45.65
222.0 8.053 222.45 17.15 45.65
222.0 0.061 222.45 17.15 45.65
222.0 0.033 222.45 17.15 45.65
222.0 0.031 222.45 17.15 45.65
222.0 0.031 222.45 17.15 45.65
222.0 1.041 222.45 17.15 45.65
222.0 1.874 222.45 17.15 45.65
222.0 0.033 222.45 17.15 45.65
222.0 13.584 222.45 17.15 45.65
222.0 0.675 222.45 17.15 45.65
222.0 1.714 222.45 17.15 45.65
222.0 0.045 222.45 17.15 45.65
222.0 0.284 222.45 17.15 45.65
222.0 1.895 222.45 17.15 45.65
222.0 0.12 222.45 17.15 45.65
222.0 0.922 222.45 17.15 45.65
222.0 10.71 222.45 17.15 45.65
222.0 0.101 222.45 17.15 45.65
222.0 0.142 222.45 17.15 45.65
222.0 2.1 222.45 17.15 45.65
222.0 0.288 222.45 17.15 45.65
222.0 2.027 222.45 17.15 45.65
222.0 4.829 222.45 17.15 45.65
222.0 3.255 222.45 17.15 45.65
222.0 0.14 222.45 17.15 45.65
222.0 6.899 222.45 17.15 45.65
222.0 9.685 222.45 17.15 45.65
222.0 0.079 222.45 17.15 45.65
222.0 0.059 222.45 17.15 45.65
222.0 0.041 222.45 17.15 45.65
222.0 0.038 222.45 17.15 45.65
222.0 0.038 222.45 17.15 45.65
222.0 0.037 222.45 17.15 45.65
222.0 1.349 222.45 17.15 45.65
222.0 7.917 222.45 17.15 45.65
222.0 12.356 222.45 17.15 45.65
222.0 4.813 222.45 17.15 45.65
222.0 0.686 222.45 17.15 45.65
222.0 2.879 222.45 17.15 45.65
222.0 0.043 222.45 17.15 45.65
222.0 0.032 222.45 17.15 45.65
222.0 0.026 222.45 17.15 45.65
222.0 11.788 222.45 17.15 45.65
222.0 20.266 222.45 17.15 45.65
222.0 7.096 222.45 17.15 45.65
222.0 13.228 222.45 17.15 45.65
222.0 0.297 222.45 17.15 45.65
222.0 3.979 222.45 17.15 45.65
222.0 0.061 222.45 17.15 45.65
222.0 0.033 222.45 17.15 45.65
222.0 0.025 222.45 17.15 45.65
222.0 0.025 222.45 17.15 45.65
222.0 0.437 222.45 17.15 45.65
222.0 0.34 222.45 17.15 45.65
222.0 0.333 222.45 17.15 45.65
222.0 0.324 222.45 17.15 45.65
222.0 10.944 222.45 17.15 45.65
222.0 0.065 222.45 17.15 45.65
222.0 6.903 222.45 17.15 45.65
222.0 15.798 222.45 17.15 45.65
222.0 4.574 222.45 17.15 45.65
222.0 5.62 222.45 17.15 45.65
222.0 0.089 222.45 17.15 45.65
222.0 0.033 222.45 17.15 45.65
222.0 0.022 222.45 17.15 45.65
222.0 0.02 222.45 17.15 45.65
222.0 14.54 222.45 17.15 45.65
222.0 18.596 222.45 17.15 45.65
222.0 1.799 222.45 17.15 45.65
222.0 3.647 222.45 17.15 45.65
222.0 4.392 222.45 17.15 45.65
222.0 0.05 222.45 17.15 45.65
222.0 0.085 222.45 17.15 45.65
222.0 0.03 222.45 17.15 45.65
222.0 6.043 222.45 17.15 45.65
222.0 6.036 222.45 17.15 45.65
222.0 0.681 222.45 17.15 45.65
222.0 0.769 222.45 17.15 45.65
222.0 0.336 222.45 17.15 45.65
222.0 0.327 222.45 17.15 45.65
222.0 0.339 222.45 17.15 45.65
222.0 5.469 222.45 17.15 45.65
222.0 12.385 222.45 17.15 45.65
222.0 6.715 222.45 17.15 45.65
222.0 9.162 222.45 17.15 45.65
222.0 3.236 222.45 17.15 45.65
222.0 0.332 222.45 17.15 45.65
222.0 0.329 222.45 17.15 45.65
222.0 0.034 222.45 17.15 45.65
222.0 0.072 222.45 17.15 45.65
222.0 1.024 222.45 17.15 45.65
222.0 20.442 222.45 17.15 45.65
222.0 0.987 222.45 17.15 45.65
222.0 10.847 222.45 17.15 45.65
222.0 6.337 222.45 17.15 45.65
222.0 0.064 222.45 17.15 45.65
222.0 0.032 222.45 17.15 45.65
222.0 0.027 222.45 17.15 45.65
222.0 0.073 222.45 17.15 45.65
222.0 2.578 222.45 17.15 45.65
222.0 14.45 222.45 17.15 45.65
222.0 5.814 222.45 17.15 45.65
222.0 2.488 222.45 17.15 45.65
222.0 10.219 222.45 17.15 45.65
222.0 0.538 222.45 17.15 45.65
222.0 0.034 222.45 17.15 45.65
222.0 0.021 222.45 17.15 45.65
222.0 6.973 222.45 17.15 45.65
222.0 19.154 222.45 17.15 45.65
222.0 2.043 222.45 17.15 45.65
222.0 1.058 222.45 17.15 45.65
222.0 0.053 222.45 17.15 45.65
222.0 0.032 222.45 17.15 45.65
222.0 0.035 222.45 17.15 45.65
222.0 19.1 222.45 17.15 45.65
222.0 2.722 222.45 17.15 45.65
222.0 6.955 222.45 17.15 45.65
222.0 6.273 222.45 17.15 45.65
222.0 2.089 222.45 17.15 45.65
222.0 0.326 222.45 17.15 45.65
222.0 0.045 222.45 17.15 45.65
222.0 0.034 222.45 17.15 45.65
222.0 2.259 222.45 17.15 45.65
222.0 6.922 222.45 17.15 45.65
222.0 5.027 222.45 17.15 45.65
222.0 0.394 222.45 17.15 45.65
222.0 2.249 222.45 17.15 45.65
222.0 5.715 222.45 17.15 45.65
222.0 8.349 222.45 17.15 45.65
222.0 0.065 222.45 17.15 45.65
222.0 0.033 222.45 17.15 45.65
222.0 0.021 222.45 17.15 45.65
222.0 0.021 222.45 17.15 45.65
222.0 11.856 222.45 17.15 45.65
222.0 14.045 222.45 17.15 45.65
222.0 5.998 222.45 17.15 45.65
222.0 1.263 222.45 17.15 45.65
222.0 0.626 222.45 17.15 45.65
222.0 0.652 222.45 17.15 45.65
222.0 0.046 222.45 17.15 45.65
222.0 0.03 222.45 17.15 45.65
222.0 18.907 222.45 17.15 45.65
222.0 5.81 222.45 17.15 45.65
222.0 4.572 222.45 17.15 45.65
222.0 1.969 222.45 17.15 45.65
222.0 1.481 222.45 17.15 45.65
222.0 0.048 222.45 17.15 45.65
222.0 0.107 222.45 17.15 45.65
222.0 6.279 222.45 17.15 45.65
222.0 5.462 222.45 17.15 45.65
222.0 5.84 222.45 17.15 45.65
222.0 0.502 222.45 17.15 45.65
222.0 8.637 222.45 17.15 45.65
222.0 1.696 222.45 17.15 45.65
222.0 2.786 222.45 17.15 45.65
222.0 0.551 222.45 17.15 45.65
222.0 0.293 222.45 17.15 45.65
222.0 0.29 222.45 17.15 45.65
222.0 0.303 222.45 17.15 45.65
223.0 5.138 223.45 17.176 44.65
223.0 0.068 223.45 17.176 44.65
223.0 0.031 223.45 17.176 44.65
223.0 0.02 223.45 17.176 44.65
223.0 0.03 223.45 17.176 44.65
223.0 6.209 223.45 17.176 44.65
223.0 2.864 223.45 17.176 44.65
223.0 3.793 223.45 17.176 44.65
223.0 5.718 223.45 17.176 44.65
223.0 0.056 223.45 17.176 44.65
223.0 0.036 223.45 17.176 44.65
223.0 0.022 223.45 17.176 44.65
223.0 10.651 223.45 17.176 44.65
223.0 17.528 223.45 17.176 44.65
223.0 2.725 223.45 17.176 44.65
223.0 2.469 223.45 17.176 44.65
223.0 0.328 223.45 17.176 44.65
223.0 10.486 223.45 17.176 44.65
223.0 0.061 223.45 17.176 44.65
223.0 6.906 223.45 17.176 44.65
223.0 5.638 223.45 17.176 44.65
223.0 3.488 223.45 17.176 44.65
223.0 3.583 223.45 17.176 44.65
223.0 9.156 223.45 17.176 44.65
223.0 2.56 223.45 17.176 44.65
223.0 3.944 223.45 17.176 44.65
223.0 5.6 223.45 17.176 44.65
223.0 0.063 223.45 17.176 44.65
223.0 0.025 223.45 17.176 44.65
223.0 10.642 223.45 17.176 44.65
223.0 10.477 223.45 17.176 44.65
223.0 5.042 223.45 17.176 44.65
223.0 0.296 223.45 17.176 44.65
223.0 0.034 223.45 17.176 44.65
223.0 0.026 223.45 17.176 44.65
223.0 4.379 223.45 17.176 44.65
223.0 20.333 223.45 17.176 44.65
223.0 3.395 223.45 17.176 44.65
223.0 5.48 223.45 17.176 44.65
223.0 1.444 223.45 17.176 44.65
223.0 0.037 223.45 17.176 44.65
223.0 0.029 223.45 17.176 44.65
223.0 9.891 223.45 17.176 44.65
223.0 2.076 223.45 17.176 44.65
223.0 0.072 223.45 17.176 44.65
223.0 1.911 223.45 17.176 44.65
223.0 0.774 223.45 17.176 44.65
223.0 0.105 223.45 17.176 44.65
223.0 0.236 223.45 17.176 44.65
223.0 6.32 223.45 17.176 44.65
223.0 8.8 223.45 17.176 44.65
223.0 4.801 223.45 17.176 44.65
223.0 0.295 223.45 17.176 44.65
223.0 0.035 223.45 17.176 44.65
223.0 0.021 223.45 17.176 44.65
223.0 13.433 223.45 17.176 44.65
223.0 1.688 223.45 17.176 44.65
223.0 2.165 223.45 17.176 44.65
223.0 3.637 223.45 17.176 44.65
223.0 0.063 223.45 17.176 44.65
223.0 0.023 223.45 17.176 44.65
223.0 14.587 223.45 17.176 44.65
223.0 20.27 223.45 17.176 44.65
223.0 9.729 223.45 17.176 44.65
223.0 0.931 223.45 17.176 44.65
223.0 3.243 223.45 17.176 44.65
223.0 0.059 223.45 17.176 44.65
223.0 0.023 223.45 17.176 44.65
223.0 6.474 223.45 17.176 44.65
223.0 1.421 223.45 17.176 44.65
223.0 1.635 223.45 17.176 44.65
223.0 3.168 223.45 17.176 44.65
223.0 3.625 223.45 17.176 44.65
223.0 10.453 223.45 17.176 44.65
223.0 5.037 223.45 17.176 44.65
223.0 0.081 223.45 17.176 44.65
223.0 0.039 223.45 17.176 44.65
223.0 0.031 223.45 17.176 44.65
223.0 6.75 223.45 17.176 44.65
223.0 8.336 223.45 17.176 44.65
223.0 4.188 223.45 17.176 44.65
223.0 9.787 223.45 17.176 44.65
223.0 0.065 223.45 17.176 44.65
223.0 0.033 223.45 17.176 44.65
223.0 0.026 223.45 17.176 44.65
223.0 6.16 223.45 17.176 44.65
223.0 10.653 223.45 17.176 44.65
223.0 0.706 223.45 17.176 44.65
223.0 0.487 223.45 17.176 44.65
223.0 3.433 223.45 17.176 44.65
223.0 0.159 223.45 17.176 44.65
223.0 4.877 223.45 17.176 44.65
223.0 10.737 223.45 17.176 44.65
223.0 9.812 223.45 17.176 44.65
223.0 0.936 223.45 17.176 44.65
223.0 3.738 223.45 17.176 44.65
223.0 0.855 223.45 17.176 44.65
223.0 0.494 223.45 17.176 44.65
223.0 0.878 223.45 17.176 44.65
223.0 0.486 223.45 17.176 44.65
223.0 4.645 223.45 17.176 44.65
223.0 8.661 223.45 17.176 44.65
223.0 4.564 223.45 17.176 44.65
223.0 11.343 223.45 17.176 44.65
223.0 0.824 223.45 17.176 44.65
223.0 0.502 223.45 17.176 44.65
223.0 3.047 223.45 17.176 44.65
223.0 1.383 223.45 17.176 44.65
223.0 0.551 223.45 17.176 44.65
223.0 1.977 223.45 17.176 44.65
223.0 16.509 223.45 17.176 44.65
223.0 6.878 223.45 17.176 44.65
223.0 0.85 223.45 17.176 44.65
223.0 0.68 223.45 17.176 44.65
223.0 11.867 223.45 17.176 44.65
223.0 1.558 223.45 17.176 44.65
223.0 0.293 223.45 17.176 44.65
223.0 4.711 223.45 17.176 44.65
223.0 13.034 223.45 17.176 44.65
223.0 0.773 223.45 17.176 44.65
223.0 3.423 223.45 17.176 44.65
223.0 0.48 223.45 17.176 44.65
223.0 0.99 223.45 17.176 44.65
223.0 0.376 223.45 17.176 44.65
223.0 0.498 223.45 17.176 44.65
223.0 0.294 223.45 17.176 44.65
223.0 0.067 223.45 17.176 44.65
223.0 0.042 223.45 17.176 44.65
223.0 4.312 223.45 17.176 44.65
223.0 2.865 223.45 17.176 44.65
223.0 6.125 223.45 17.176 44.65
223.0 1.368 223.45 17.176 44.65
223.0 0.839 223.45 17.176 44.65
223.0 10.911 223.45 17.176 44.65
223.0 0.833 223.45 17.176 44.65
223.0 0.49 223.45 17.176 44.65
223.0 0.847 223.45 17.176 44.65
223.0 0.265 223.45 17.176 44.65
223.0 6.096 223.45 17.176 44.65
223.0 1.882 223.45 17.176 44.65
223.0 18.395 223.45 17.176 44.65
223.0 5.464 223.45 17.176 44.65
223.0 0.874 223.45 17.176 44.65
223.0 0.475 223.45 17.176 44.65
223.0 1.063 223.45 17.176 44.65
223.0 0.289 223.45 17.176 44.65
223.0 12.105 223.45 17.176 44.65
223.0 18.041 223.45 17.176 44.65
223.0 0.825 223.45 17.176 44.65
223.0 0.505 223.45 17.176 44.65
223.0 0.883 223.45 17.176 44.65
223.0 0.49 223.45 17.176 44.65
223.0 0.274 223.45 17.176 44.65
223.0 3.412 223.45 17.176 44.65
223.0 16.921 223.45 17.176 44.65
223.0 17.277 223.45 17.176 44.65
223.0 1.052 223.45 17.176 44.65
223.0 0.484 223.45 17.176 44.65
223.0 1.446 223.45 17.176 44.65
223.0 0.884 223.45 17.176 44.65
223.0 0.34 223.45 17.176 44.65
223.0 19.131 223.45 17.176 44.65
223.0 5.827 223.45 17.176 44.65
223.0 2.226 223.45 17.176 44.65
223.0 0.475 223.45 17.176 44.65
223.0 9.353 223.45 17.176 44.65
223.0 1.115 223.45 17.176 44.65
223.0 1.262 223.45 17.176 44.65
223.0 1.209 223.45 17.176 44.65
223.0 19.508 223.45 17.176 44.65
223.0 16.028 223.45 17.176 44.65
223.0 4.244 223.45 17.176 44.65
223.0 1.054 223.45 17.176 44.65
223.0 0.371 223.45 17.176 44.65
223.0 0.52 223.45 17.176 44.65
223.0 5.773 223.45 17.176 44.65
223.0 0.477 223.45 17.176 44.65
223.0 1.052 223.45 17.176 44.65
223.0 0.331 223.45 17.176 44.65
223.0 10.685 223.45 17.176 44.65
223.0 15.123 223.45 17.176 44.65
223.0 0.066 223.45 17.176 44.65
223.0 0.023 223.45 17.176 44.65
223.0 0.021 223.45 17.176 44.65
223.0 0.021 223.45 17.176 44.65
223.0 5.778 223.45 17.176 44.65
223.0 20.446 223.45 17.176 44.65
223.0 20.269 223.45 17.176 44.65
223.0 3.379 223.45 17.176 44.65
223.0 0.052 223.45 17.176 44.65
223.0 16.83 223.45 17.176 44.65
223.0 13.217 223.45 17.176 44.65
223.0 0.457 223.45 17.176 44.65
223.0 6.578 223.45 17.176 44.65
223.0 8.334 223.45 17.176 44.65
223.0 0.482 223.45 17.176 44.65
223.0 4.744 223.45 17.176 44.65
223.0 0.474 223.45 17.176 44.65
223.0 6.241 223.45 17.176 44.65
223.0 12.008 223.45 17.176 44.65
223.0 0.281 223.45 17.176 44.65
223.0 7.995 223.45 17.176 44.65
223.0 7.445 223.45 17.176 44.65
223.0 0.946 223.45 17.176 44.65
223.0 11.911 223.45 17.176 44.65
223.0 1.57 223.45 17.176 44.65
223.0 19.294 223.45 17.176 44.65
223.0 5.018 223.45 17.176 44.65
223.0 0.054 223.45 17.176 44.65
223.0 0.032 223.45 17.176 44.65
223.0 0.021 223.45 17.176 44.65
223.0 0.021 223.45 17.176 44.65
223.0 0.021 223.45 17.176 44.65
223.0 0.021 223.45 17.176 44.65
223.0 0.021 223.45 17.176 44.65
223.0 0.02 223.45 17.176 44.65
223.0 0.022 223.45 17.176 44.65
223.0 0.02 223.45 17.176 44.65
