Data Rate (kbps),Data Rate (kbps)2,Data Rate (kbps)3,Packet Interval (ms),Packet Interval (ms)2,Packet Interval (ms)3,Packet Length (bytes),Packet Length (bytes)2,Packet Length (bytes)3
,,,0.04,1.601,1.526,79,76,95
,,,6.986,4.971,10.774,76,177,66
,,,20.408,12.607,14.233,102,74,95
,,,20.258,8.609,12.402,102,154,66
,,,21.489,20.456,2.989,102,102,66
,,,20.484,18.622,9.671,102,85,95
,,,20.275,0.648,10.599,76,74,66
,,,20.256,16.069,9.562,128,154,66
,,,20.964,3.557,4.8,102,85,95
,,,1.121,7.414,11.384,74,154,66
,,,19.128,34.104,13.61,76,154,95
,,,0.87,5.694,24.984,74,85,95
,,,19.402,7.92,5.375,102,76,66
,,,20.257,13.5,0.987,76,101,66
,,,20.257,10.582,18.615,128,85,95
,,,20.64,14.635,10.577,102,203,66
,,,20.25,5.891,0.454,76,85,66
,,,20.255,8.587,10.712,102,154,85
,,,20.517,20.923,0.58,76,76,79
,,,20.265,26.913,2.67,128,87,95
,,,20.914,10.772,16.056,102,180,66
,,,20.322,15.772,0.51,76,85,66
,,,16.941,8.703,8.441,74,154,95
,,,3.318,8.459,25.004,102,85,95
,,,6.661,9.493,10.607,74,154,66
,,,2.204,8.172,3.73,76,76,66
,,,11.389,12.37,10.678,102,76,95
,,,20.252,20.362,11.98,102,154,907
,,,25.625,29.726,3.385,102,85,66
,,,20.254,1.26,0.436,102,180,66
,,,20.707,10.178,9.235,76,76,95
,,,3.326,9.103,24.97,76,85,95
,,,15.312,18.453,25.001,84,76,95
,,,3.939,0.299,0.63,102,76,66
,,,0.316,0.678,0.753,84,154,66
,,,20.65,20.413,23.609,102,154,95
,,,20.956,29.728,5.11,102,154,74
,,,21.796,9.156,0.501,102,85,66
,,,18.209,20.66,1.284,76,85,66
,,,2.03,1.439,1.091,76,154,66
,,,20.255,10.247,2.033,128,102,66
,,,20.842,9.028,15.023,102,75,95
,,,20.312,4.113,24.964,76,79,95
,,,20.522,8.702,1.805,102,102,66
,,,17.7,22.209,0.129,76,128,66
,,,0.056,26.399,23.078,76,180,95
,,,2.913,0.158,5.442,102,85,66
,,,20.25,18.081,0.493,102,85,66
,,,20.363,14.283,19.067,102,154,95
,,,20.301,3.779,10.242,76,83,66
,,,20.272,8.269,2.287,102,76,66
,,,16.751,21.272,12.452,76,154,95
,,,3.469,25.981,25.023,102,180,95
,,,20.262,2.725,7.342,102,85,77
,,,20.658,3.331,13.389,102,85,66
,,,20.878,16.297,1.052,76,76,66
,,,20.254,3.784,3.184,102,85,95
,,,5.099,18.747,25.024,79,154,95
,,,10.381,6.577,17.223,84,76,66
,,,4.805,0.233,1.586,102,84,66
,,,20.244,13.458,1.491,102,102,66
,,,20.294,2.142,1.305,102,85,66
,,,20.359,2.846,1.859,76,101,66
,,,20.262,17.945,1.506,102,128,95
,,,15.401,9.555,0.018,79,74,66
,,,0.481,8.524,1.77,76,85,66
,,,0.534,4.173,1.567,79,180,66
,,,4.498,16.291,1.574,102,85,66
,,,20.277,6.754,1.415,102,154,66
,,,20.254,2.075,1.479,102,76,66
,,,20.367,1.137,1.572,102,104,66
,,,20.257,0.365,1.448,76,76,66
,,,21.168,1.301,0.259,102,104,66
,,,20.3,4.061,13.938,102,82,95
,,,15.369,1.64,10.767,74,110,66
,,,5.249,0.494,14.278,102,82,95
,,,13.723,3.552,0.694,74,110,66
,,,6.547,4.139,2.587,102,81,66
,,,20.42,1.823,21.673,76,79,95
,,,20.697,0.456,5.847,102,76,66
,,,20.301,0.634,0.489,128,109,66
,,,20.289,0.385,18.661,76,81,95
,,,20.282,0.846,24.997,102,109,95
,,,20.25,0.366,15.726,76,87,66
,,,21.016,10.989,0.364,102,74,66
,,,20.262,7.042,8.904,128,154,95
,,,20.259,21.521,21.026,76,154,66
,,,20.646,9.089,0.458,102,85,66
,,,15.918,11.722,3.509,87,102,95
,,,2.983,8.654,2.863,74,85,46
,,,1.352,24.424,22.161,76,154,95
,,,1.302,6.419,15.639,74,76,66
,,,11.161,0.063,0.489,76,76,66
,,,9.022,7.326,8.864,102,128,95
,,,14.148,26.233,21.541,46,102,66
,,,0.304,20.264,0.231,909,180,66
,,,5.796,7.077,3.209,128,85,95
,,,20.24,19.905,18.765,76,154,90
,,,20.516,0.943,6.256,102,85,96
,,,20.267,3.577,0.709,102,79,66
,,,10.853,15.723,1.396,76,74,66
,,,9.379,2.731,22.898,76,76,96
,,,20.253,1.331,24.981,128,76,96
,,,20.256,14.852,10.408,76,154,66
,,,20.546,10.714,0.415,102,76,66
,,,20.267,10.406,14.204,102,74,96
,,,12.513,13.789,24.996,76,180,96
,,,7.718,5.604,5.687,76,85,66
,,,20.686,14.868,0.475,128,128,66
,,,20.239,6.451,20.603,76,85,96
,,,20.271,13.909,9.088,102,102,66
,,,20.273,8.18,0.354,102,76,66
,,,12.159,2.875,15.543,76,76,96
,,,0.595,10.759,14.382,76,154,66
,,,3.747,20.321,0.229,83,102,66
,,,3.786,29.841,10.384,102,154,96
,,,20.292,5.642,19.454,102,85,66
,,,20.265,9.301,1.583,102,85,66
,,,20.257,7.212,0.556,76,154,66
,,,20.572,21.059,3.389,102,128,96
,,,12.216,29.999,25.124,76,180,96
,,,8.03,20.372,25.021,102,85,96
,,,20.453,17.102,3.895,102,128,66
,,,22.83,4.274,1.416,102,85,66
,,,20.859,0.066,2.37,76,85,66
,,,17.426,12.019,17.286,79,128,96
,,,6.654,15.832,23.854,102,76,66
,,,5.613,10.404,1.141,84,85,96
,,,14.698,0.111,1.193,128,101,66
,,,20.347,8.266,1.578,76,154,66
,,,20.288,10.478,1.485,102,112,66
,,,20.52,24.59,1.805,76,164,66
,,,21.289,0.836,1.405,102,85,66
,,,4.502,19.735,2.466,79,85,66
,,,0.057,29.196,1.339,76,76,66
,,,0.046,0.057,3.224,79,76,66
,,,15.72,20.542,0.146,102,239,66
,,,22.069,24.16,0.923,102,184,66
,,,20.248,2.157,1.866,102,85,66
,,,20.33,19.279,1.003,76,85,66
,,,20.263,19.872,6.579,102,156,96
,,,20.26,4.09,3.873,128,88,66
,,,4.03,8.402,21.161,74,77,96
,,,19.693,1.974,2.358,76,75,66
,,,0.305,0.063,6.527,74,79,66
,,,19.94,45.913,9.305,102,85,66
,,,20.424,1.524,6.767,102,258,96
,,,20.484,18.989,16.094,102,85,66
,,,21.273,10.908,2.228,102,154,66
,,,20.257,12.77,6.673,76,76,96
,,,20.262,34.929,25.377,102,180,96
,,,20.311,20.91,23.526,102,76,66
,,,20.259,0.88,0.183,102,85,66
,,,20.254,9.52,1.345,102,163,96
,,,20.891,12.27,24.943,76,85,96
,,,20.296,20.071,18.526,102,164,66
,,,5.385,16.884,0.558,74,76,66
,,,0.069,0.369,5.913,74,84,96
,,,14.837,30.765,23.649,102,74,66
,,,16.962,9.603,0.341,76,85,66
,,,3.264,2.106,1.003,102,87,96
,,,20.616,21.914,8.008,102,85,90
,,,20.325,1.359,12.56,76,267,74
,,,20.274,10.834,4.466,102,161,96
,,,20.584,17.806,5.597,102,74,66
,,,15.586,7.237,0.235,76,79,66
,,,4.662,35.149,19.154,102,909,96
,,,20.238,5.965,8.606,102,85,66
,,,20.298,3.905,0.64,102,261,66
,,,20.253,14.651,15.753,76,85,96
,,,20.545,0.498,25.017,102,78,96
,,,15.532,22.779,18.748,76,156,66
,,,4.971,15.381,0.951,102,76,66
,,,20.343,0.199,5.307,102,76,96
,,,20.272,5.47,25.095,102,85,96
,,,20.252,14.124,13.51,76,154,66
,,,23.517,10.281,0.647,102,76,66
,,,12.523,17.173,10.781,76,85,96
,,,0.059,0.069,18.395,76,101,66
,,,7.73,6.275,1.286,102,180,66
,,,20.26,12.244,5.316,102,85,96
,,,20.497,16.457,24.09,102,85,66
,,,20.287,7.804,0.826,76,79,66
,,,20.5,0.158,0.069,102,74,96
,,,11.463,1.395,25.021,76,154,96
,,,8.804,11.124,3.896,128,76,66
,,,20.576,8.852,1.222,76,76,66
,,,20.27,0.062,19.879,102,76,96
,,,20.27,28.91,25.004,76,74,96
,,,18.836,2.646,25.004,87,180,96
,,,1.389,7.48,4.405,102,88,66
,,,0.565,0.059,0.642,79,88,66
,,,10.441,0.033,21.207,84,75,96
,,,10.444,8.075,22.567,128,75,66
,,,20.242,0.698,2.189,76,75,66
,,,21.19,0.049,0.209,102,75,95
,,,20.313,10.555,1.454,76,75,66
,,,20.358,0.061,2.228,102,85,74
,,,9.475,6.729,0.072,79,85,66
,,,0.089,16.175,1.847,76,180,66
,,,0.585,30.408,1.815,79,154,66
,,,10.305,10.202,3.487,128,102,66
,,,20.265,23.259,1.581,76,85,66
,,,20.846,4.61,1.668,102,154,66
,,,20.334,15.928,2.035,102,85,66
,,,20.273,9.016,1.27,102,154,66
,,,20.449,13.545,2.926,102,85,66
,,,3.269,6.707,3.219,74,76,66
,,,17.502,23.449,1.388,76,154,95
,,,2.371,7.411,0.202,74,85,66
,,,17.925,0.068,1.605,102,101,66
,,,20.27,12.98,0.025,102,154,74
,,,20.262,5.972,8.609,102,85,74
,,,20.266,15.533,7.266,102,102,66
,,,20.255,4.701,1.793,76,85,66
,,,20.255,15.777,4.622,102,154,66
,,,20.287,25.844,1.065,102,128,95
,,,20.253,2.173,26.072,102,76,95
,,,20.799,18.215,0.407,102,128,66
,,,20.333,19.574,0.155,76,85,66
,,,20.257,1.675,0.164,102,154,66
,,,7.53,17.065,0.225,74,85,66
,,,3.137,4.524,0.593,74,76,66
,,,6.27,31.678,23.467,76,154,95
,,,4.155,7.059,24.99,102,76,95
,,,20.251,0.067,20.909,102,76,66
,,,6.798,9.086,0.82,76,154,66
,,,13.854,17.964,3.263,102,46,95
,,,20.256,2.596,25.474,102,154,90
,,,20.388,6.612,0.295,76,85,95
,,,21.4,13.824,0.148,102,102,66
,,,20.686,6.037,1.324,102,85,66
,,,4.775,14.916,23.603,76,154,95
,,,16.852,23.314,5.407,102,76,66
,,,21.891,9.015,1.409,102,75,66
,,,20.26,0.065,18.17,76,79,95
,,,20.524,13.913,11.486,102,180,66
,,,20.267,19.049,0.54,128,85,66
,,,1.234,1.313,13.81,76,154,95
,,,19.029,18.355,5.154,76,85,81
,,,20.261,1.925,9.609,102,76,66
,,,20.262,20.29,0.146,76,154,66
,,,20.402,20.319,10.07,102,154,95
,,,20.266,20.326,25.01,128,102,95
,,,1.107,7.272,25.151,76,83,95
,,,0.299,10.006,15.355,76,85,66
,,,6.306,3.29,0.528,83,154,66
,,,12.59,17.217,9.036,76,85,96
,,,23.019,3.07,20.863,102,76,66
,,,20.298,41.494,0.317,102,232,66
,,,20.255,5.992,3.816,76,76,96
,,,19.608,0.061,24.419,76,84,66
,,,0.949,2.481,0.573,128,74,96
,,,20.247,8.583,0.53,76,102,66
,,,20.694,7.146,24.494,102,85,96
,,,20.254,10.714,4.478,102,85,66
,,,20.253,2.476,0.496,76,154,66
,,,7.699,2.652,20.362,79,85,96
,,,10.788,1.203,9.12,84,101,66
,,,1.988,13.542,0.444,128,85,66
,,,20.527,13.741,15.603,102,74,96
,,,20.709,7.586,24.938,76,154,96
,,,24.751,29.957,25.022,102,154,96
,,,20.262,1.756,8.819,128,79,66
,,,12.228,9.124,0.711,79,102,66
,,,0.452,19.041,15.397,76,85,96
,,,0.446,1.568,25.008,79,154,96
,,,7.761,18.466,4.261,76,85,66
,,,20.436,6.398,1.49,102,102,66
,,,20.97,20.451,1.481,76,128,66
,,,20.687,20.576,1.687,102,76,66
,,,20.375,11.871,1.831,128,76,66
,,,5.923,5.985,1.495,74,76,66
,,,17.333,2.762,1.581,76,180,66
,,,2.663,20.209,1.433,74,85,66
,,,17.646,0.822,1.472,102,154,66
,,,20.249,13.389,1.405,102,74,66
,,,20.852,7.59,1.598,76,154,66
,,,20.416,0.157,1.465,128,85,66
,,,20.262,21.746,1.526,76,76,66
,,,20.345,8.223,1.85,102,79,66
,,,20.326,16.023,0.402,102,76,96
,,,20.281,0.065,1.807,76,76,66
,,,20.284,2.405,1.246,128,180,66
,,,20.271,3.778,0.408,102,74,66
,,,22.481,16.485,6.44,76,128,66
,,,6.613,11.151,13.568,74,85,66
,,,0.056,9.957,1.297,74,102,66
,,,13.614,8.809,0.238,102,85,96
,,,20.342,11.554,13.261,102,154,74
,,,4.801,21.33,9.536,87,128,66
,,,19.935,20.282,2.219,102,128,96
,,,1.359,20.268,4.055,76,154,66
,,,18.928,6.256,1.119,102,85,66
,,,20.487,14.084,19.833,76,76,113
,,,9.437,6.193,25.01,88,85,113
,,,11.284,15.849,24.99,102,154,113
,,,20.849,21.611,4.704,128,154,66
,,,19.864,27.565,0.993,76,128,66
,,,0.365,8.013,19.297,76,85,96
,,,20.303,6.596,8.578,102,85,66
,,,19.496,6.168,1.57,75,128,66
,,,0.67,4.239,15.665,75,85,95
,,,0.142,0.068,12.811,102,101,66
,,,0.626,15.455,1.156,75,85,66
,,,0.435,1.008,11.023,75,154,95
,,,0.882,26.493,13.179,75,102,85
,,,19.121,21.661,5.256,76,76,66
,,,20.255,15.708,0.556,128,180,66
,,,19.977,9.425,6.011,76,85,95
,,,0.259,13.302,23.153,76,128,66
,,,20.551,8.49,1.304,102,85,66
,,,20.253,1.697,0.462,102,102,66
,,,20.338,29.104,0.053,76,154,95
,,,21.596,10.317,26.519,128,128,95
,,,18.432,1.648,24.977,76,87,95
,,,0.069,11.853,22.314,76,76,66
,,,1.722,0.071,1.061,76,76,66
,,,23.1,16.163,12.659,102,128,95
,,,20.464,7.606,15.363,102,85,66
,,,20.32,6.241,1.038,76,128,66
,,,10.021,16.141,8.584,80,85,95
,,,2.403,4.611,20.17,108,102,66
,,,0.381,22.563,0.902,80,128,66
,,,0.93,26.234,3.944,108,75,95
,,,6.578,0.072,24.973,128,79,95
,,,15.089,12.781,0.299,76,206,66
,,,5.165,10.169,2.024,102,128,66
,,,27.61,1.387,0.296,76,85,66
,,,2.405,22.355,22.421,78,85,95
,,,1.193,4.575,5.701,106,102,66
,,,0.337,41.304,1.08,78,206,66
,,,0.792,13.081,18.199,106,102,95
,,,3.369,18.193,25.002,82,85,95
,,,0.864,17.859,24.985,110,154,95
,,,0.288,2.477,6.022,82,85,66
,,,11.551,10.546,0.54,102,102,66
,,,20.256,22.62,18.478,128,128,90
,,,18.221,12.804,0.326,79,74,95
,,,4.412,7.547,0.738,76,180,118
,,,4.198,4.815,24.26,84,76,95
,,,16.067,0.067,0.306,102,84,66
,,,20.901,7.716,1.275,102,92,66
,,,20.283,13.245,1.15,76,154,66
,,,20.272,0.077,1.221,128,85,66
,,,20.26,21.807,1.134,76,85,66
,,,3.198,5.666,1.394,79,102,66
,,,0.412,8.072,0.922,76,74,66
,,,0.574,20.288,1.094,79,85,66
,,,16.047,2.979,1.572,102,154,66
,,,20.24,20.773,1.117,102,79,66
,,,20.656,0.3,1.19,76,154,66
,,,20.274,21.561,1.1,128,85,66
,,,15.092,4.66,1.429,74,154,66
,,,5.145,6.613,1.431,102,85,66
,,,12.307,0.06,1.15,74,101,66
,,,8.958,10.992,1.813,76,85,66
,,,20.243,5.703,0.907,102,102,66
,,,20.292,20.413,0.486,76,128,66
,,,20.261,20.364,4.328,128,128,95
,,,20.252,12.925,5.398,102,76,66
,,,20.484,3.258,14.802,76,76,66
,,,20.477,0.062,0.616,102,92,66
,,,20.254,10.335,1.008,76,154,66
,,,20.255,10.663,3.155,128,85,95
,,,20.342,12.151,25.83,102,128,66
,,,22.954,7.24,2.312,76,74,66
,,,14.826,1.554,0.372,74,85,96
,,,3.184,11.507,7.28,74,154,66
,,,2.233,21.047,17.767,102,102,96
,,,20.251,10.215,24.986,102,79,96
,,,13.06,6.01,21.972,909,74,66
,,,7.871,4.039,0.466,102,154,66
,,,20.25,0.6,2.595,102,76,96
,,,0.181,0.868,25.327,76,76,96
,,,20.074,20.511,1.373,76,154,66
,,,20.298,3.824,1.247,102,85,66
,,,5.908,16.439,0.397,84,76,66
,,,0.403,3.653,21.898,84,85,96
,,,16.551,16.709,6.24,128,154,66
,,,20.416,20.465,1.223,76,102,66
,,,17.091,23.531,0.388,76,154,66
,,,3.192,19.067,17.269,102,85,96
,,,20.256,2.163,11.338,102,154,66
,,,23.076,18.281,2.258,76,85,66
,,,20.313,2.976,11.271,128,102,96
,,,20.334,20.271,25.012,102,128,96
,,,14.569,21.427,6.596,76,154,66
,,,5.676,21.355,1.072,76,128,66
,,,20.543,13.934,0.384,102,85,66
,,,21.195,11.136,16.941,76,128,96
,,,20.262,9.068,25,128,85,96
,,,20.264,11.275,16.847,102,154,66
,,,13.536,27.481,1,76,102,66
,,,0.334,6.96,0.335,76,85,66
,,,6.35,13.531,6.806,76,154,96
,,,2.649,3.733,22.714,83,85,66
,,,20.238,0.062,1.146,102,101,66
,,,20.605,4.609,1.01,102,76,66
,,,20.317,14.343,0.199,102,85,96
,,,20.263,0.2,24.972,102,154,96
,,,10.742,17.511,2.074,76,85,66
,,,10.458,7.982,3.436,76,128,66
,,,20.256,20.547,1.164,102,102,66
,,,20.269,24.131,18.315,102,154,96
,,,20.281,16.295,6.525,102,76,66
,,,16.967,0.578,0.701,87,76,66
,,,1.218,3.395,0.851,79,128,66
,,,2.104,9.089,16.924,102,85,96
,,,9.951,13.617,12.638,84,128,66
,,,10.865,5.306,1.248,102,85,66
,,,20.275,14.953,6.936,76,154,90
,,,20.257,23.207,1.501,102,102,118
,,,20.685,20.275,2.68,102,154,96
,,,20.293,14.582,25,102,75,96
,,,8.677,2.534,13.456,79,79,74
,,,0.376,4.004,11.535,76,85,96
,,,0.593,0.182,12.079,79,154,66
,,,11.177,20.57,1.55,102,85,66
,,,20.25,1.677,11.378,76,102,96
,,,20.267,28.275,25.101,102,128,96
,,,20.958,20.446,7.246,102,154,66
,,,3.608,24.328,1.966,74,154,66
,,,10.002,3.811,2.14,74,85,66
,,,6.658,4.946,1.723,102,83,66
,,,20.33,12.441,1.742,102,102,66
,,,20.261,3.654,1.715,76,85,66
,,,20.272,21.943,2.666,128,154,66
,,,20.84,14.049,1.737,102,74,66
,,,20.276,9.818,1.703,76,102,66
,,,22.663,20.28,2.254,102,180,96
,,,21.463,8.281,0.221,102,76,66
,,,20.261,0.224,1.153,102,84,66
,,,20.993,16.297,5.462,102,85,66
,,,20.259,13.905,0.223,76,85,66
,,,15.732,1.165,0.108,74,74,66
,,,4.531,0.308,0.664,102,154,66
,,,5.465,33.669,3.543,74,154,66
,,,14.907,13.132,0.347,102,76,66
,,,20.267,21.692,13.435,102,79,96
,,,20.784,3.866,3.797,102,180,66
,,,20.267,9.869,1.252,76,85,66
,,,2.707,11.616,2.079,76,154,66
,,,17.56,5.536,1.167,102,85,66
,,,20.278,16.876,16.569,102,128,96
,,,20.273,10.021,25.028,102,85,96
,,,20.359,18.195,9.994,102,85,66
,,,21.48,1.008,14.965,102,101,96
,,,0.776,0.249,17.079,76,154,66
,,,19.528,7.621,7.933,76,87,96
,,,21.126,3.583,24.991,102,102,96
,,,20.922,14.338,25.001,102,76,96
,,,20.279,0.464,24.998,102,76,96
,,,19.886,5.848,25.019,76,128,96
,,,0.387,6.47,24.999,102,85,96
,,,20.266,5.652,24.996,76,74,96
,,,20.266,14.515,0.242,102,85,74
,,,20.289,0.647,20.149,102,128,74
,,,20.259,25.98,4.634,102,154,96
,,,20.322,8.845,3.345,76,74,74
,,,0.196,13.972,21.632,76,154,96
,,,0.083,4.616,27.414,102,79,96
,,,20.25,14.515,18.504,76,76,90
,,,20.275,0.055,6.479,102,76,96
,,,24.536,3.535,25.025,128,102,114
,,,20.284,6.622,2.891,76,85,78
,,,15.605,20.625,22.124,76,85,114
,,,4.68,2.754,7.059,102,154,78
,,,20.258,12.282,7.331,76,128,78
,,,20.258,25.447,10.59,128,102,114
,,,20.708,22.585,2.287,102,180,78
,,,20.253,15.694,14.548,76,85,78
,,,4.516,11.133,3.376,79,154,78
,,,10.032,9.143,4.776,84,85,114
,,,5.707,13.27,8.305,102,128,78
,,,21.005,20.744,16.728,76,102,114
,,,20.3,22.429,10.471,128,180,78
,,,20.262,24.326,8.599,102,85,78
,,,20.669,2.127,5.935,76,128,114
,,,13.397,17.825,24.973,79,85,114
,,,0.532,12.512,11.607,76,154,86
,,,1.039,38.564,13.385,79,180,114
,,,5.517,12.819,25.02,102,102,114
,,,20.745,8.984,14.322,102,76,118
,,,23.278,6.535,10.682,102,85,114
,,,16.892,5.045,8.126,74,128,66
,,,3.378,14.908,2.512,102,85,66
,,,14.139,7.34,4.047,74,102,66
,,,7.533,22.834,0.963,76,154,66
,,,20.587,23.225,2.351,102,181,66
,,,21.182,24.684,1.11,102,76,66
,,,20.332,0.062,4.317,102,76,66
,,,20.271,1.984,1.56,102,129,114
,,,20.665,0.874,0.329,102,85,66
,,,20.495,17.956,7.102,76,85,66
,,,20.394,2.17,1.676,102,85,66
,,,10.049,1.188,6.088,76,102,66
,,,5.53,21.36,0.962,76,154,66
,,,4.687,3.627,3.594,102,85,66
,,,20.672,0.082,1.234,102,101,66
,,,21.027,16.593,2.24,102,102,66
,,,17.525,27.034,1.789,74,154,114
,,,0.606,5.693,6.101,74,75,66
,,,2.954,2.061,18.909,76,79,114
,,,20.36,1.631,1.023,128,85,66
,,,25.486,13.333,23.97,102,154,114
,,,19.054,8.047,20.562,87,85,907
,,,1.182,12.371,4.441,76,102,114
,,,19.537,20.854,23.683,76,128,66
,,,2.006,17.812,2.324,102,76,114
,,,20.529,3.495,25.037,102,180,114
,,,20.323,20.264,24.97,102,76,114
,,,20.788,4.274,25.13,102,85,114
,,,20.258,16.988,24.881,76,154,114
,,,16.699,3.361,3.506,76,85,66
,,,3.588,17.15,21.52,102,102,114
,,,20.263,15.932,7.217,102,74,74
,,,20.27,13.328,17.839,102,154,114
,,,20.64,20.336,24.943,102,154,114
,,,20.283,12.074,17.733,76,76,66
,,,16.757,0.059,7.261,76,84,114
,,,4.205,0.975,18.703,102,87,80
,,,22.613,0.291,6.285,102,85,114
,,,20.269,0.639,25.014,102,115,114
,,,20.625,6.595,25.808,102,154,114
,,,20.25,13.766,21.682,102,85,66
,,,13.722,0.035,3.218,76,74,114
,,,0.436,7.171,25.038,76,76,114
,,,6.814,22.226,25.151,76,154,114
,,,18.967,4.522,24.857,83,909,114
,,,1.266,27.512,12.12,102,180,66
,,,20.325,11.891,12.959,102,76,114
,,,20.253,5.828,24.934,102,79,114
,,,20.277,0.067,24.997,102,85,114
,,,13.21,16.745,24.998,76,154,95
,,,7.61,8.703,25.023,76,85,95
,,,20.545,14.825,7.466,102,154,66
,,,20.267,18.59,1.841,102,85,66
,,,20.438,4.879,1.928,102,102,66
,,,20.367,23.2,4.006,102,154,66
,,,2.46,4.654,0.979,79,85,66
,,,9.481,0.069,0.94,84,101,66
,,,8.445,8.933,1.725,76,76,66
,,,20.526,0.465,1.5,128,76,66
,,,20.595,12.615,1.717,102,85,66
,,,20.81,0.04,1.957,76,74,66
,,,20.256,10.889,0.644,102,154,66
,,,10.926,19.163,0.261,79,128,95
,,,0.062,1.23,25.037,76,85,95
,,,0.495,16.754,25.037,79,74,95
,,,10.464,5.194,7.913,76,128,66
,,,20.445,20.281,17.046,128,154,95
,,,18.057,4.41,25.002,74,79,95
,,,2.766,12.811,16.729,102,76,90
,,,17.267,0.576,8.264,74,76,95
,,,3.059,8.567,25.003,76,85,95
,,,21.04,0.399,12.037,102,154,66
,,,21.021,21.952,12.973,102,85,95
,,,20.297,1.02,24.986,102,102,95
,,,20.379,37.923,25.085,102,154,95
,,,20.274,20.024,24.942,76,154,95
,,,20.237,12.829,17.362,102,102,66
,,,20.27,6.139,7.63,102,85,95
,,,20.263,19.066,25.049,102,128,95
,,,20.265,4.905,24.986,102,85,95
,,,20.237,16.195,23.449,76,154,85
,,,20.828,20.4,1.544,102,102,95
,,,1.789,21.363,25.203,74,154,95
,,,0.064,20.413,14.508,74,154,66
,,,23.195,0.185,10.503,102,85,95
,,,20.356,17.963,17.877,102,85,66
,,,20.456,4.43,7.053,102,102,95
,,,20.254,20.299,6.943,102,128,66
,,,20.235,21.69,18.053,76,180,95
,,,1.496,20.25,12.31,76,76,66
,,,18.757,7.24,1.555,102,76,66
,,,20.767,6.356,0.364,102,85,66
,,,20.409,6.895,10.764,102,154,95
,,,20.261,14.228,18.607,102,85,66
,,,20.371,6.243,1.747,76,102,66
,,,0.538,26.052,1.881,76,154,66
,,,19.735,0.777,2.735,128,88,95
,,,20.891,21.149,0.086,102,177,66
,,,20.272,9.112,22.888,76,85,66
,,,20.911,0.057,2.026,102,101,95
,,,20.288,10.048,0.182,76,76,66
,,,0.358,4.256,24.845,76,76,104
,,,20.551,3.802,24.995,128,85,104
,,,21.081,12.264,8.277,102,154,66
,,,20.411,7.429,0.954,76,85,66
,,,20.279,3.26,15.925,102,102,104
,,,20.372,19.06,13.029,76,87,66
,,,0.067,1.311,3.188,76,128,90
,,,0.048,36.777,2.762,76,180,66
,,,20.205,11.093,0.434,128,102,66
,,,20.596,3.932,5.542,102,75,104
,,,20.256,0.716,25.011,76,79,104
,,,20.344,2.378,2.13,102,85,74
,,,18.956,14.112,5.743,76,128,66
,,,2,6.138,1.559,102,85,66
,,,20.255,14.127,1.499,102,154,66
,,,20.25,23.508,1.369,102,102,66
,,,20.256,20.257,0.439,76,154,66
,,,20.302,12.292,12.425,102,83,104
,,,0.977,10.935,13.635,87,85,66
,,,6.39,7.103,0.198,79,154,66
,,,10.871,12.199,0.461,84,76,66
,,,2.109,0.304,10.791,102,85,104
,,,20.857,8.91,17.258,102,74,66
,,,20.261,26.872,1.909,102,180,66
,,,20.257,25.666,1.976,102,154,66
,,,20.246,17.469,3.872,76,74,104
,,,17.828,4.276,24.99,79,76,104
,,,0.065,0.799,24.983,76,84,104
,,,0.047,0.906,3.084,79,85,66
,,,2.397,16.202,1.536,102,85,66
,,,20.273,17.533,1.47,102,232,66
,,,20.074,22.374,1.306,74,102,66
,,,0.19,10.511,17.603,102,154,104
,,,16.453,20.598,22.285,74,102,66
,,,3.838,9.465,1.387,102,85,66
,,,20.36,3.439,1.329,76,79,104
,,,20.43,17.144,0.43,102,85,66
,,,20.311,6.347,1.665,102,180,66
,,,20.588,11.507,1.476,102,102,66
,,,20.269,1.152,0.376,102,76,66
,,,20.292,1.951,21.049,76,76,104
,,,20.632,18.792,2.831,102,102,66
,,,20.267,21.623,1.677,128,154,66
,,,20.262,1.465,20.503,76,101,104
,,,20.633,3.922,7.479,102,74,66
,,,20.257,14.905,1.841,76,76,66
,,,4.462,0.438,1.903,74,76,66
,,,3.352,1.628,0.669,74,154,66
,,,18.724,2.788,13.105,128,85,104
,,,5.684,20.445,12.242,909,85,66
,,,14.737,6.059,1.483,102,154,66
,,,20.258,3.737,0.853,76,74,66
,,,20.944,21.536,10.446,102,102,104
,,,11.398,8.631,24.986,88,75,104
,,,8.939,0.056,23.263,102,75,66
,,,7.952,0.869,1.715,76,75,104
,,,13.092,0.636,0.19,102,75,66
,,,21.509,0.054,3.229,102,75,66
,,,24.922,12.735,0.638,102,154,66
,,,16.52,7.042,20.965,75,79,104
,,,0.475,5.216,8.01,75,85,74
,,,0.198,8.322,10.261,75,76,66
,,,0.205,0.457,1.624,75,76,66
,,,0.332,6.266,5.119,75,85,104
,,,2.485,2.654,3.822,76,154,74
,,,21.271,13.235,10.559,102,85,74
,,,0.558,0.856,7.621,76,101,66
,,,19.738,19.556,1.553,128,156,66
,,,20.311,0.27,1.414,76,85,104
,,,20.485,9.976,3.754,102,83,66
,,,20.296,34.399,21.274,76,185,104
,,,20.573,18.723,2.359,76,155,66
,,,0.155,1.637,1.153,102,85,66
,,,20.277,26.547,0.356,128,85,66
,,,20.246,71.929,21.124,76,85,104
,,,20.981,1.863,6.965,102,336,66
