Time (s),Data Rate (kbpms),Time (s),Packet Interval (ms),Packet Length (bytes)
115.57,0,115.49928,2.298,79
115.58,0,115.64598,146.7,1514
115.59,0,115.64598,146.7,1514
115.6,0,115.64598,146.7,1514
115.61,0,115.64598,146.7,1514
115.62,0,115.64598,146.7,1514
115.63,0,115.64598,146.7,1514
115.64,73.64,115.64598,146.7,1514
115.65,0,115.646143,0.023,121
115.66,0,115.646143,0.023,121
115.67,0,115.646143,0.023,121
115.68,0,115.646143,0.023,121
115.69,0,115.646143,0.023,121
115.7,0,115.646143,0.023,121
115.71,0,115.646143,0.023,121
115.72,0,115.646143,0.023,121
115.73,0,115.646143,0.023,121
115.74,0,115.646143,0.023,121
115.75,0,115.646143,0.023,121
115.76,0,115.85596,209.817,85
115.77,0,115.85596,209.817,85
115.78,0,115.85596,209.817,85
115.79,0,115.85596,209.817,85
115.8,0,115.85596,209.817,85
115.81,0,115.85596,209.817,85
115.82,0,115.85596,209.817,85
115.83,0,115.85596,209.817,85
115.84,0,115.85596,209.817,85
115.85,49.784,115.85596,209.817,85
115.86,0,115.85613,0.026,1514
115.87,0,115.85613,0.026,1514
115.88,0,115.85613,0.026,1514
115.89,0,115.85613,0.026,1514
115.9,0,115.85613,0.026,1514
115.91,0,115.85613,0.026,1514
115.92,0,115.975952,119.822,1514
115.93,0,115.975952,119.822,1514
115.94,0,115.975952,119.822,1514
115.95,0,115.975952,119.822,1514
115.96,0,115.975952,119.822,1514
115.97,12.112,115.975952,119.822,1514
115.98,0,115.975952,119.822,1514
115.99,0,115.975952,119.822,1514
116,0,115.975952,119.822,1514
116.01,0,115.975952,119.822,1514
116.02,0,115.975952,119.822,1514
116.03,0,115.975952,119.822,1514
116.04,0,115.975952,119.822,1514
116.05,0,115.975952,119.822,1514
116.06,0,116.126028,150.076,79
116.07,0,116.126028,150.076,79
116.08,0,116.126028,150.076,79
116.09,0,116.126028,150.076,79
116.1,0,116.126028,150.076,79
116.11,0,116.126028,150.076,79
116.12,62.088,116.126028,150.076,79
116.13,0,116.1262,0.021,1514
116.14,0,116.1262,0.021,1514
116.15,0,116.1262,0.021,1514
116.16,0,116.1262,0.021,1514
116.17,0,116.1262,0.021,1514
116.18,0,116.1262,0.021,1514
116.19,0,116.1262,0.021,1514
116.2,0,116.1262,0.021,1514
116.21,0,116.1262,0.021,1514
116.22,0,116.1262,0.021,1514
116.23,0,116.1262,0.021,1514
116.24,0,116.346019,219.819,1514
116.25,0,116.346019,219.819,1514
116.26,0,116.346019,219.819,1514
116.27,0,116.346019,219.819,1514
116.28,0,116.346019,219.819,1514
116.29,0,116.346019,219.819,1514
116.3,0,116.346019,219.819,1514
116.31,0,116.346019,219.819,1514
116.32,0,116.346019,219.819,1514
116.33,0,116.346019,219.819,1514
116.34,51.712,116.346019,219.819,1514
116.35,0,116.346214,0.021,916
116.36,0,116.346214,0.021,916
116.37,0,116.346214,0.021,916
116.38,0,116.346214,0.021,916
116.39,0,116.346214,0.021,916
116.4,0,116.346214,0.021,916
116.41,0,116.346214,0.021,916
116.42,0,116.346214,0.021,916
116.43,0,116.346214,0.021,916
116.44,0,116.346214,0.021,916
116.45,0,116.346214,0.021,916
116.46,0,116.346214,0.021,916
116.47,0,116.575985,229.771,1469
116.48,0,116.575985,229.771,1469
116.49,0,116.575985,229.771,1469
116.5,0,116.575985,229.771,1469
116.51,0,116.575985,229.771,1469
116.52,0,116.575985,229.771,1469
116.53,0,116.575985,229.771,1469
116.54,0,116.575985,229.771,1469
116.55,0,116.575985,229.771,1469
116.56,0,116.575985,229.771,1469
116.57,37.552,116.575985,229.771,1469
116.58,0,116.576115,0.018,1078
116.59,0,116.576115,0.018,1078
116.6,0,116.576115,0.018,1078
116.61,0,116.576115,0.018,1078
116.62,0,116.576115,0.018,1078
116.63,0,116.576115,0.018,1078
116.64,0,116.576115,0.018,1078
116.65,0,116.576115,0.018,1078
116.66,0,116.576115,0.018,1078
116.67,0,116.576115,0.018,1078
116.68,0,116.576115,0.018,1078
116.69,0,116.576115,0.018,1078
116.7,0,116.576115,0.018,1078
116.71,0,116.83595,259.835,498
116.72,0,116.83595,259.835,498
116.73,0,116.83595,259.835,498
116.74,0,116.83595,259.835,498
116.75,0,116.83595,259.835,498
116.76,0,116.83595,259.835,498
116.77,0,116.83595,259.835,498
116.78,0,116.83595,259.835,498
116.79,0,116.83595,259.835,498
116.8,0,116.83595,259.835,498
116.81,0,116.83595,259.835,498
116.82,0,116.83595,259.835,498
116.83,35.184,116.83595,259.835,498
116.84,0,116.836082,0.022,975
116.85,0,116.836082,0.022,975
116.86,0,116.836082,0.022,975
116.87,0,116.836082,0.022,975
116.88,0,116.836082,0.022,975
116.89,0,116.836082,0.022,975
116.9,0,116.836082,0.022,975
116.91,0,116.836082,0.022,975
116.92,0,116.836082,0.022,975
116.93,0,116.836082,0.022,975
116.94,0,116.836082,0.022,975
116.95,0,116.836082,0.022,975
116.96,0,116.836082,0.022,975
116.97,0,116.836082,0.022,975
116.98,0,116.836082,0.022,975
116.99,0,117.125969,289.887,975
117,0,117.125969,289.887,975
117.01,0,117.125969,289.887,975
117.02,0,117.125969,289.887,975
117.03,0,117.125969,289.887,975
117.04,0,117.125969,289.887,975
117.05,0,117.125969,289.887,975
117.06,0,117.125969,289.887,975
117.07,0,117.125969,289.887,975
117.08,0,117.125969,289.887,975
117.09,0,117.125969,289.887,975
117.1,0,117.125969,289.887,975
117.11,0,117.125969,289.887,975
117.12,15.6,117.125969,289.887,975
117.13,0,117.126428,0.459,975
117.14,0,117.126428,0.459,975
117.15,0,117.126428,0.459,975
117.16,0,117.126428,0.459,975
117.17,0,117.126428,0.459,975
117.18,0,117.126428,0.459,975
117.19,0,117.126428,0.459,975
117.2,0,117.126428,0.459,975
117.21,0,117.126428,0.459,975
117.22,0,117.126428,0.459,975
117.23,0,117.126428,0.459,975
117.24,0,117.335957,209.529,975
117.25,0,117.335957,209.529,975
117.26,0,117.335957,209.529,975
117.27,0,117.335957,209.529,975
117.28,0,117.335957,209.529,975
117.29,0,117.335957,209.529,975
117.3,0,117.335957,209.529,975
117.31,0,117.335957,209.529,975
117.32,0,117.335957,209.529,975
117.33,59.264,117.335957,209.529,975
117.34,0,117.33622,0.022,1078
117.35,0,117.33622,0.022,1078
117.36,0,117.33622,0.022,1078
117.37,0,117.33622,0.022,1078
117.38,0,117.33622,0.022,1078
117.39,0,117.33622,0.022,1078
117.4,0,117.33622,0.022,1078
117.41,0,117.33622,0.022,1078
117.42,0,117.33622,0.022,1078
117.43,0,117.33622,0.022,1078
117.44,0,117.33622,0.022,1078
117.45,0,117.555945,219.725,740
117.46,0,117.555945,219.725,740
117.47,0,117.555945,219.725,740
117.48,0,117.555945,219.725,740
117.49,0,117.555945,219.725,740
117.5,0,117.555945,219.725,740
117.51,0,117.555945,219.725,740
117.52,0,117.555945,219.725,740
117.53,0,117.555945,219.725,740
117.54,0,117.555945,219.725,740
117.55,40.112,117.555945,219.725,740
117.56,0,117.556154,0.027,704
117.57,0,117.556154,0.027,704
117.58,0,117.556154,0.027,704
117.59,0,117.556154,0.027,704
117.6,0,117.556154,0.027,704
117.61,0,117.556154,0.027,704
117.62,0,117.556154,0.027,704
117.63,0,117.556154,0.027,704
117.64,0,117.556154,0.027,704
117.65,0,117.556154,0.027,704
117.66,0,117.755954,199.8,740
117.67,0,117.755954,199.8,740
117.68,0,117.755954,199.8,740
117.69,0,117.755954,199.8,740
117.7,0,117.755954,199.8,740
117.71,0,117.755954,199.8,740
117.72,0,117.755954,199.8,740
117.73,0,117.755954,199.8,740
117.74,0,117.755954,199.8,740
117.75,54.368,117.755954,199.8,740
117.76,0,117.756137,0.024,1514
117.77,0,117.756137,0.024,1514
117.78,0,117.756137,0.024,1514
117.79,0,117.756137,0.024,1514
117.8,0,117.756137,0.024,1514
117.81,0,117.756137,0.024,1514
117.82,0,117.879501,123.364,1514
117.83,0,117.879501,123.364,1514
117.84,0,117.879501,123.364,1514
117.85,0,117.879501,123.364,1514
117.86,0,117.879501,123.364,1514
117.87,12.112,117.879501,123.364,1514
117.88,25.576,117.879501,123.364,1514
117.89,14.408,117.890386,2.637,109
117.9,19.288,117.900647,1.818,508
117.91,32.848,117.910492,5.666,1078
117.92,24.224,117.917104,3.293,1514
117.93,29.568,117.93078,3.679,1514
117.94,28.64,117.94083,2.41,1078
117.95,14.824,117.94961,2.539,1078
117.96,11.128,117.960578,3.845,137
117.97,0,117.960701,0.023,1078
117.98,0,117.960701,0.023,1078
117.99,0,117.960701,0.023,1078
118,0,117.960701,0.023,1078
118.01,0,117.960701,0.023,1078
118.02,0,117.960701,0.023,1078
118.03,0,117.960701,0.023,1078
118.04,0,117.960701,0.023,1078
118.05,0,117.960701,0.023,1078
118.06,0,117.960701,0.023,1078
118.07,0,118.17144,210.739,975
118.08,0,118.17144,210.739,975
118.09,0,118.17144,210.739,975
118.1,0,118.17144,210.739,975
118.11,0,118.17144,210.739,975
118.12,0,118.17144,210.739,975
118.13,0,118.17144,210.739,975
118.14,0,118.17144,210.739,975
118.15,0,118.17144,210.739,975
118.16,0,118.17144,210.739,975
118.17,149.464,118.17144,210.739,975
118.18,8.624,118.181987,10.091,1078
118.19,4.936,118.190978,8.991,532
118.2,0,118.192732,1.754,85
118.21,0,118.192732,1.754,85
118.22,0,118.192732,1.754,85
118.23,0,118.192732,1.754,85
118.24,0,118.192732,1.754,85
118.25,0,118.192732,1.754,85
118.26,0,118.192732,1.754,85
118.27,0,118.192732,1.754,85
118.28,0,118.192732,1.754,85
118.29,0,118.371114,178.382,1514
118.3,0,118.371114,178.382,1514
118.31,0,118.371114,178.382,1514
118.32,0,118.371114,178.382,1514
118.33,0,118.371114,178.382,1514
118.34,0,118.371114,178.382,1514
118.35,0,118.371114,178.382,1514
118.36,0,118.371114,178.382,1514
118.37,41.944,118.371114,178.382,1514
118.38,0,118.371231,0.03,1514
118.39,0,118.371231,0.03,1514
118.4,0,118.41716,45.929,697
118.41,207.512,118.41716,45.929,697
118.42,0,118.417824,0.021,603
118.43,0,118.417824,0.021,603
118.44,0,118.417824,0.021,603
118.45,0,118.417824,0.021,603
118.46,0,118.417824,0.021,603
118.47,0,118.417824,0.021,603
118.48,0,118.417824,0.021,603
118.49,0,118.417824,0.021,603
118.5,0,118.417824,0.021,603
118.51,0,118.417824,0.021,603
118.52,0,118.608603,190.779,85
118.53,0,118.608603,190.779,85
118.54,0,118.608603,190.779,85
118.55,0,118.608603,190.779,85
118.56,0,118.608603,190.779,85
118.57,0,118.608603,190.779,85
118.58,0,118.608603,190.779,85
118.59,0,118.608603,190.779,85
118.6,72.032,118.608603,190.779,85
118.61,0,118.608963,0.02,85
118.62,12.856,118.623279,14.316,1078
118.63,0,118.628031,4.752,529
118.64,12.112,118.640305,12.274,1514
118.65,12.112,118.650083,9.778,1514
118.66,0,118.650083,9.778,1514
118.67,0,118.650083,9.778,1514
118.68,0,118.650083,9.778,1514
118.69,0,118.650083,9.778,1514
118.7,0,118.650083,9.778,1514
118.71,0,118.650083,9.778,1514
118.72,0,118.650083,9.778,1514
118.73,0,118.650083,9.778,1514
118.74,0,118.650083,9.778,1514
118.75,0,118.650083,9.778,1514
118.76,0,118.650083,9.778,1514
118.77,0,118.87623,226.147,1514
118.78,0,118.87623,226.147,1514
118.79,0,118.87623,226.147,1514
118.8,0,118.87623,226.147,1514
118.81,0,118.87623,226.147,1514
118.82,0,118.87623,226.147,1514
118.83,0,118.87623,226.147,1514
118.84,0,118.87623,226.147,1514
118.85,0,118.87623,226.147,1514
118.86,0,118.87623,226.147,1514
118.87,111.816,118.87623,226.147,1514
118.88,0,118.876447,0.019,1514
118.89,0,118.876447,0.019,1514
118.9,0,118.876447,0.019,1514
118.91,0,118.876447,0.019,1514
118.92,0,118.876447,0.019,1514
118.93,0,118.975956,99.509,1174
118.94,0,118.975956,99.509,1174
118.95,0,118.975956,99.509,1174
118.96,0,118.975956,99.509,1174
118.97,9.392,118.975956,99.509,1174
118.98,0,118.975956,99.509,1174
118.99,0,118.975956,99.509,1174
119,0,118.975956,99.509,1174
119.01,0,118.975956,99.509,1174
119.02,0,118.975956,99.509,1174
119.03,0,118.975956,99.509,1174
119.04,0,118.975956,99.509,1174
119.05,0,119.10599,130.034,975
119.06,0,119.10599,130.034,975
119.07,0,119.10599,130.034,975
119.08,0,119.10599,130.034,975
119.09,0,119.10599,130.034,975
119.1,46.8,119.10599,130.034,975
119.11,0,119.10614,0.023,975
119.12,0,119.10614,0.023,975
119.13,0,119.10614,0.023,975
119.14,0,119.10614,0.023,975
119.15,0,119.10614,0.023,975
119.16,0,119.205974,99.834,975
119.17,0,119.205974,99.834,975
119.18,0,119.205974,99.834,975
119.19,0,119.205974,99.834,975
119.2,54.6,119.205974,99.834,975
119.21,0,119.206129,0.02,975
119.22,0,119.206129,0.02,975
119.23,0,119.251641,45.512,975
119.24,0,119.251641,45.512,975
119.25,7.8,119.251641,45.512,975
119.26,0,119.251641,45.512,975
119.27,7.8,119.273628,21.987,975
119.28,7.8,119.28539,11.762,975
119.29,0,119.28539,11.762,975
119.3,12.112,119.301033,15.643,1514
119.31,0,119.301033,15.643,1514
119.32,0,119.33152,30.487,1514
119.33,12.112,119.33152,30.487,1514
119.34,12.112,119.345987,14.467,1514
119.35,10.056,119.345987,14.467,1514
119.36,5.784,119.359847,1.607,85
119.37,4.112,119.367205,7.358,723
119.38,12.112,119.37391,6.705,514
119.39,0,119.388204,14.294,1514
119.4,12.112,119.403853,15.649,1514
119.41,0,119.403853,15.649,1514
119.42,0,119.434329,30.476,1514
119.43,12.112,119.434329,30.476,1514
119.44,11.328,119.443824,9.495,822
119.45,4.64,119.446015,2.191,594
119.46,24.224,119.458662,12.647,580
119.47,32.2,119.47104,3.246,1514
119.48,36.336,119.481024,3.476,1514
119.49,8.456,119.487921,3.4,1514
119.5,12.048,119.501226,2.609,922
119.51,24.224,119.513738,10.63,1514
119.52,27.448,119.520687,3.438,1514
119.53,10.176,119.531023,5.449,1078
119.54,2.648,119.540431,1.599,86
119.55,8.624,119.547699,4.063,85
119.56,8.624,119.557938,10.239,1078
119.57,0,119.568181,10.243,1078
119.58,0,119.590826,22.645,85
119.59,0.68,119.590826,22.645,85
119.6,9.304,119.601043,10.217,1078
119.61,10.496,119.614694,10.565,1078
119.62,3.728,119.619533,1.58,79
119.63,0.68,119.632288,8.155,85
119.64,8.624,119.642548,10.26,1078
119.65,5.992,119.650186,7.638,749
119.66,12.112,119.663893,13.707,1514
119.67,27.424,119.670985,7.092,400
119.68,34.272,119.681396,3.439,1514
119.69,24.224,119.688047,3.339,1256
119.7,31.768,119.700989,3.318,1514
119.71,8.624,119.709832,0.994,472
119.72,24.904,119.722508,8.204,975
119.73,8.448,119.728431,2.724,1078
119.74,12.792,119.737682,1.626,505
119.75,22.384,119.749481,3.233,1514
119.76,34.056,119.76114,2.689,1078
119.77,40.096,119.769555,1.866,1514
119.78,29.744,119.780242,2.824,690
119.79,21.44,119.788901,3.31,1514
119.8,35.184,119.800058,5.176,1514
119.81,32.072,119.809288,3.336,1514
119.82,24.224,119.820461,1.832,1514
119.83,13.384,119.831478,9.187,66
119.84,24.224,119.840395,1.905,1514
119.85,12.616,119.842068,1.673,1514
119.86,66.248,119.859256,0.234,63
119.87,44.552,119.869891,1.886,1514
119.88,9.368,119.880006,0.251,93
119.89,0,119.880434,0.428,1078
119.9,3.84,119.900677,20.243,480
119.91,29.96,119.912127,11.45,1514
119.92,0,119.919468,0.535,106
119.93,0,119.919468,0.535,106
119.94,0.624,119.94978,30.312,78
119.95,28.232,119.94978,30.312,78
119.96,45.92,119.960025,0.677,1514
119.97,44.96,119.974502,12.361,1514
119.98,79.76,119.979827,4.203,1514
119.99,83.256,119.989563,0.294,1027
120,5.704,120.000022,0.052,72
120.01,0,120.000315,0.206,557
120.02,27.368,120.020055,19.74,1514
120.03,8.624,120.035362,14.377,1078
120.04,0,120.035362,14.377,1078
120.05,0,120.062241,26.879,1514
120.06,36.896,120.062241,26.879,1514
120.07,0,120.065526,2.001,70
120.08,0,120.065526,2.001,70
120.09,3.776,120.099404,33.878,472
120.1,35.072,120.099404,33.878,472
120.11,0,120.105542,0.442,1356
120.12,4.44,120.124638,19.096,79
120.13,1.896,120.129363,1.072,84
120.14,32.816,120.144403,11.609,1514
120.15,9.296,120.151449,4.708,84
120.16,0,120.155464,4.015,1078
120.17,0,120.155464,4.015,1078
120.18,34.368,120.186007,30.543,1514
120.19,5.992,120.187171,0.402,1268
120.2,0,120.199845,12.674,749
120.21,6.288,120.216534,16.689,78
120.22,24.224,120.217879,0.03,78
120.23,13.04,120.229552,0.451,1514
120.24,0.672,120.232088,0.058,116
120.25,0,120.248954,16.866,84
120.26,0,120.270232,21.278,1514
120.27,29.904,120.270232,21.278,1514
120.28,0,120.271179,0.249,710
120.29,0,120.300216,29.037,489
120.3,9.32,120.300216,29.037,489
120.31,38.792,120.308635,0.215,79
120.32,3.616,120.318548,0.215,99
120.33,0,120.329712,0.076,86
120.34,0,120.329712,0.076,86
120.35,40.44,120.353098,23.386,1514
120.36,0,120.358148,0.639,1078
120.37,0,120.358148,0.639,1078
120.38,0,120.394444,36.296,1514
120.39,24.224,120.394444,36.296,1514
120.4,17.384,120.399246,4.802,1514
120.41,2.064,120.407637,0.464,582
120.42,4.08,120.419701,0.273,91
120.43,31.24,120.429697,1.81,84
120.44,0,120.437454,0.198,877
120.45,0.928,120.450789,13.335,116
120.46,9.552,120.450789,13.335,116
120.47,24.224,120.469978,0.571,116
120.48,6.472,120.480003,0.169,725
120.49,0,120.489185,9.182,84
120.5,5.152,120.501766,12.581,644
120.51,7.016,120.510446,8.68,84
120.52,36.336,120.516894,0.027,137
120.53,18.576,120.528567,0.483,1514
120.54,0,120.536676,0.077,208
120.55,0,120.562216,25.54,1514
120.56,36.336,120.562216,25.54,1514
120.57,0,120.564755,0.481,1514
120.58,23.12,120.580264,15.509,1514
120.59,0,120.580728,0.371,1078
120.6,31.088,120.60234,21.612,858
120.61,23.968,120.609955,5.791,1514
120.62,0,120.613427,2.979,1482
120.63,0,120.645535,32.108,1514
120.64,36.336,120.645535,32.108,1514
120.65,10.024,120.648484,0.481,1514
120.66,0,120.651588,3.104,1253
120.67,0,120.686286,34.698,1514
120.68,36.336,120.686286,34.698,1514
120.69,17.136,120.687596,0.471,1514
120.7,0,120.69645,0.194,628
120.71,4.248,120.710347,13.897,531
120.72,12.112,120.727905,17.558,1514
120.73,12.112,120.727905,17.558,1514
120.74,12.112,120.739842,11.937,1514
120.75,16.616,120.752452,12.135,1514
120.76,0,120.752651,0.072,79
120.77,24.224,120.777632,24.981,1514
120.78,0,120.778021,0.389,1514
120.79,0,120.778021,0.389,1514
120.8,12.112,120.809736,31.715,1514
120.81,80.24,120.810228,0.492,1514
120.82,13.96,120.820375,2.455,1514
120.83,0,120.823786,3.285,78
120.84,0,120.823786,3.285,78
120.85,0,120.860768,36.982,1514
120.86,36.336,120.860768,36.982,1514
120.87,51.624,120.871061,8.837,1514
120.88,0,120.877649,0.446,78
120.89,36.336,120.896423,18.774,1514
120.9,24.224,120.899013,0.492,1514
120.91,33.52,120.910748,3.695,1514
120.92,0,120.911977,0.184,531
120.93,36.336,120.936897,24.92,1514
120.94,52.528,120.938218,0.49,1514
120.95,0.608,120.946807,0.81,510
120.96,0,120.958243,11.436,76
120.97,9.296,120.973393,15.15,1078
120.98,97.44,120.980773,6.873,1514
120.99,0,120.98557,0.037,68
121,5.472,121.004964,19.394,684
121.01,0,121.004964,19.394,684
121.02,68.896,121.020239,15.275,1514
121.03,0,121.024885,1.949,1042
121.04,0,121.024885,1.949,1042
121.05,0,121.065175,40.29,1514
121.06,60.56,121.065175,40.29,1514
121.07,29.704,121.068195,0.48,1514
121.08,0,121.076807,0.723,1078
121.09,0,121.076807,0.723,1078
121.1,72.672,121.10399,27.183,1514
121.11,21.8,121.110094,0.468,1514
121.12,0,121.111185,0.173,514
121.13,0,121.147397,36.212,1514
121.14,48.448,121.147397,36.212,1514
121.15,46.136,121.150084,0.491,1514
121.16,1.552,121.152224,0.78,1225
121.17,0,121.168985,1.095,116
121.18,69.184,121.18549,16.505,1078
121.19,26.352,121.189566,0.632,1514
121.2,4.456,121.194671,2.107,266
121.21,0,121.206154,11.483,557
121.22,12.112,121.229234,23.08,1514
121.23,83.816,121.230068,0.834,1514
121.24,0,121.238818,1.018,1393
121.25,0,121.238818,1.018,1393
121.26,0.672,121.269409,30.591,84
121.27,60.56,121.269409,30.591,84
121.28,54.992,121.280603,6.672,1514
121.29,0,121.283001,0.574,818
121.3,4.192,121.306994,23.993,524
121.31,88.52,121.312725,5.731,1514
121.32,0,121.317553,0.054,467
121.33,0,121.317553,0.054,467
121.34,0,121.355364,37.811,1514
121.35,60.56,121.355364,37.811,1514
121.36,28.16,121.360202,0.863,1514
121.37,8.624,121.3722,7.839,1078
121.38,0,121.3722,7.839,1078
121.39,84.784,121.39559,23.39,1514
121.4,14.568,121.399633,0.495,1514
121.41,0,121.407923,7.546,743
121.42,0,121.407923,7.546,743
121.43,72.672,121.438239,30.316,1514
121.44,12.048,121.439977,0.234,1514
121.45,1.664,121.454028,13.804,208
121.46,1.752,121.454028,13.804,208
121.47,0,121.467532,0.059,137
121.48,12.112,121.484419,16.887,1514
121.49,81.472,121.484419,16.887,1514
121.5,0,121.49609,0.018,1100
121.51,0,121.49609,0.018,1100
121.52,0,121.531611,35.521,731
121.53,5.848,121.531611,35.521,731
121.54,0,121.531611,35.521,731
121.55,69.104,121.559418,27.807,1514
121.56,79.264,121.559856,0.026,76
121.57,0,121.564752,0.582,1260
121.58,0,121.564752,0.582,1260
121.59,0,121.604005,39.253,1514
121.6,81.48,121.604005,39.253,1514
121.61,0,121.609322,1.745,602
121.62,0,121.609322,1.745,602
121.63,0,121.649125,39.803,1514
121.64,12.112,121.649125,39.803,1514
121.65,0,121.649125,39.803,1514
121.66,83.264,121.661115,11.99,1514
121.67,0,121.668543,0.024,1078
121.68,24.224,121.688744,20.201,1514
121.69,69.544,121.690077,0.318,1514
121.7,0,121.693058,0.024,1123
121.71,4.064,121.710107,17.049,508
121.72,0,121.710107,17.049,508
121.73,12.112,121.738984,28.877,1514
121.74,0,121.738984,28.877,1514
121.75,0,121.738984,28.877,1514
121.76,81.352,121.762266,23.282,1514
121.77,79.92,121.770637,8.189,1514
121.78,0,121.777502,0.21,79
121.79,0,121.777502,0.21,79
121.8,0,121.812216,34.714,873
121.81,19.096,121.812216,34.714,873
121.82,69.08,121.820022,0.339,1514
121.83,8.624,121.823832,0.22,1065
121.84,0,121.836881,13.049,1078
