Time (s),Speed (m/s),Distance (m),Height (m)
30.499,0.94,5.47,10.1
30.506,0.94,5.47,10.1
30.528,0.94,5.47,10.1
30.539,0.94,5.47,10.1
30.639,0.94,5.38,10.1
30.644,0.94,5.38,10.1
30.661,0.94,5.38,10.1
30.666,0.94,5.38,10.1
30.752,0.94,5.3,10.1
30.758,0.94,5.3,10.1
30.769,0.94,5.3,10.1
30.778,0.94,5.3,10.1
30.89,0.94,5.12,10.1
30.954,0.94,5.12,10.1
30.958,0.94,5.12,10.1
30.965,0.94,5.12,10.1
31,0.94,5.04,10.1
31.009,0.94,5.04,10.1
31.016,0.94,5.04,10.1
31.025,0.94,5.04,10.1
31.111,0.94,4.95,10.1
31.117,0.94,4.95,10.1
31.126,0.94,4.95,10.1
31.13,0.94,4.95,10.1
31.233,0.94,4.87,10.1
31.239,0.94,4.87,10.1
31.246,0.94,4.87,10.1
31.254,0.94,4.87,10.1
31.338,0.94,4.79,10.1
31.352,0.94,4.79,10.1
31.362,0.94,4.79,10.1
31.405,0.94,4.79,10.1
31.468,0.94,4.71,10.1
31.472,0.94,4.71,10.1
31.478,0.94,4.71,10.1
31.492,0.94,4.71,10.1
31.624,0.94,4.54,10.1
31.637,0.94,4.54,10.1
31.653,0.94,4.54,10.1
31.656,0.94,4.54,10.1
31.798,0.94,4.37,10.1
31.803,0.94,4.37,10.1
31.806,0.94,4.37,10.1
31.82,0.94,4.37,10.1
31.885,0.94,4.29,10.1
31.996,0.94,4.21,10.1
32.058,0.94,4.21,10.1
32.064,0.94,4.21,10.1
32.068,0.94,4.21,10.1
32.189,0.94,4.05,10.1
32.194,0.94,4.05,10.1
32.204,0.94,4.05,10.1
32.211,0.94,4.05,10.1
32.319,0.94,3.98,10.1
32.332,0.94,3.98,10.1
32.34,0.94,3.98,10.1
32.351,0.94,3.98,10.1
32.452,0.94,3.9,10.1
32.463,0.94,3.9,10.1
32.473,0.94,3.9,10.1
32.478,0.94,3.9,10.1
32.554,0.94,3.83,10.1
32.558,0.94,3.83,10.1
32.565,0.94,3.83,10.1
32.57,0.94,3.83,10.1
32.655,0.94,3.76,10.1
32.659,0.94,3.76,10.1
32.665,0.94,3.76,10.1
32.674,0.94,3.76,10.1
32.79,1.03,3.69,10.1
32.797,1.03,3.69,10.1
32.811,1.03,3.69,10.1
32.825,1.03,3.69,10.1
32.932,1.03,3.62,10.1
32.935,1.03,3.62,10.1
32.941,1.03,3.62,10.1
32.953,1.03,3.62,10.1
33.087,1.03,3.55,10.1
33.157,1.03,3.55,10.1
33.162,1.03,3.55,10.1
33.168,1.03,3.55,10.1
33.225,1.03,3.48,10.1
33.234,1.03,3.48,10.1
33.246,1.03,3.48,10.1
33.257,1.03,3.48,10.1
33.359,0.94,3.33,10.1
33.363,0.94,3.33,10.1
33.376,0.94,3.33,10.1
33.379,0.94,3.33,10.1
33.541,0.94,3.2,10.1
33.545,0.94,3.2,10.1
33.556,0.94,3.2,10.1
33.566,0.94,3.2,10.1
33.673,0.89,3.08,10.1
33.68,0.89,3.08,10.1
33.69,0.89,3.08,10.1
33.693,0.89,3.08,10.1
33.782,0.89,3.02,10.1
33.79,0.89,3.02,10.1
33.807,0.89,3.02,10.1
33.812,0.89,3.02,10.1
33.869,0.99,2.97,10.1
33.932,0.98,2.92,10.1
33.942,0.98,2.92,10.1
33.945,0.98,2.92,10.1
33.983,0.98,2.87,10.1
34.092,0.98,2.82,10.1
34.195,0.98,2.82,10.1
34.199,0.98,2.82,10.1
34.201,0.98,2.82,10.1
34.249,0.98,2.78,10.1
34.258,0.98,2.78,10.1
34.276,0.98,2.78,10.1
34.282,0.98,2.78,10.1
34.343,0.98,2.75,10.1
34.348,0.98,2.75,10.1
34.365,0.98,2.75,10.1
34.404,0.98,2.72,10.1
34.494,0.98,2.69,10.1
34.502,0.98,2.69,10.1
34.505,0.98,2.69,10.1
34.51,0.98,2.69,10.1
34.588,0.98,2.67,10.1
34.593,0.98,2.67,10.1
34.597,0.98,2.67,10.1
34.701,0.98,2.64,10.1
34.709,0.98,2.64,10.1
34.716,0.98,2.64,10.1
34.721,0.98,2.64,10.1
34.793,0.98,2.62,10.1
34.797,0.98,2.62,10.1
34.804,0.98,2.62,10.1
34.81,0.98,2.62,10.1
34.896,1.03,2.61,10.1
34.904,1.03,2.61,10.1
34.908,1.03,2.61,10.1
34.917,1.03,2.61,10.1
35.015,1.03,2.61,10.1
35.018,1.03,2.61,10.1
35.021,1.03,2.61,10.1
35.03,1.03,2.61,10.1
35.135,0.94,2.58,10.1
35.198,0.94,2.58,10.1
35.203,0.94,2.58,10.1
35.216,0.94,2.58,10.1
35.275,0.94,2.58,10.1
35.279,0.94,2.58,10.1
35.284,0.94,2.58,10.1
35.288,0.94,2.58,10.1
35.429,1.03,2.58,10.1
35.444,1.03,2.58,10.1
35.447,1.03,2.58,10.1
35.463,1.03,2.58,10.1
35.561,1.03,2.58,10.1
35.564,1.03,2.58,10.1
35.569,1.03,2.58,10.1
35.589,1.03,2.58,10.1
35.739,1.03,2.59,10.1
35.744,1.03,2.59,10.1
35.749,1.03,2.59,10.1
35.759,1.03,2.59,10.1
35.839,0.94,2.61,10.1
35.883,0.94,2.63,10.1
35.89,0.94,2.63,10.1
35.908,0.94,2.63,10.1
36.056,0.94,2.65,10.1
36.074,0.94,2.65,10.1
36.078,0.94,2.65,10.1
36.09,0.94,2.65,10.1
36.186,0.94,2.67,10.1
36.244,0.94,2.67,10.1
36.247,0.94,2.69,10.1
36.256,0.94,2.69,10.1
36.308,0.94,2.71,10.1
36.321,0.94,2.71,10.1
36.324,0.94,2.71,10.1
36.327,0.94,2.71,10.1
36.429,0.95,2.77,10.1
36.446,0.95,2.77,10.1
36.455,0.95,2.77,10.1
36.471,0.95,2.77,10.1
36.555,0.95,2.8,10.1
36.583,0.95,2.8,10.1
36.594,0.95,2.8,10.1
36.598,0.95,2.8,10.1
36.661,0.94,2.84,10.1
36.671,0.94,2.84,10.1
36.683,0.94,2.84,10.1
36.689,0.94,2.84,10.1
36.828,0.94,2.87,10.1
36.838,0.94,2.87,10.1
36.841,0.94,2.87,10.1
36.848,0.94,2.87,10.1
36.941,0.94,2.92,10.1
36.945,0.94,2.92,10.1
36.965,0.94,2.92,10.1
36.971,0.94,2.92,10.1
37.033,0.94,2.96,10.1
37.041,0.94,2.96,10.1
37.071,0.94,2.96,10.1
37.088,0.94,2.96,10.1
37.187,0.94,3.01,10.1
37.24,0.94,3.01,10.1
37.245,0.94,3.01,10.1
37.271,0.94,3.05,10.1
37.282,0.94,3.05,10.1
37.293,0.94,3.05,10.1
37.367,0.94,3.05,10.1
37.403,0.94,3.1,10
37.417,0.94,3.1,10
37.419,0.94,3.1,10
37.435,0.94,3.1,10
37.505,0.94,3.15,10
37.515,0.94,3.15,10
37.517,0.94,3.15,10
37.523,0.94,3.15,10
37.638,0.94,3.27,10.1
37.644,0.94,3.27,10.1
37.652,0.94,3.27,10.1
37.655,0.94,3.27,10.1
37.791,0.94,3.4,10.1
37.798,0.94,3.4,10.1
37.804,0.94,3.4,10.1
37.814,0.94,3.4,10.1
37.934,0.94,3.52,10.1
37.938,0.94,3.52,10.1
37.945,0.94,3.52,10.1
37.949,0.94,3.52,10.1
38.116,0.94,3.66,10.1
38.121,0.94,3.66,10.1
38.132,0.94,3.66,10.1
38.148,0.94,3.66,10.1
38.25,0.94,3.73,10.1
38.313,0.94,3.73,10.1
38.321,0.94,3.73,10.1
38.329,0.94,3.73,10.1
38.421,1.03,3.89,10
38.43,1.03,3.89,10
38.436,1.03,3.89,10
38.447,1.03,3.89,10
38.534,1.03,3.96,10
38.549,1.03,3.96,10
38.551,1.03,3.96,10
38.556,1.03,3.96,10
38.636,0.94,4.04,10
38.642,0.94,4.04,10
38.644,0.94,4.04,10
38.647,0.94,4.04,10
38.727,0.94,4.11,10
38.732,0.94,4.11,10
38.735,0.94,4.11,10
38.744,0.94,4.11,10
38.856,0.94,4.2,10
38.867,0.94,4.2,10
38.874,0.94,4.2,10
38.889,0.94,4.2,10
38.966,1.03,4.28,10
38.975,1.03,4.28,10
38.982,1.03,4.28,10
38.988,1.03,4.28,10
39.078,1.03,4.37,10
39.085,1.03,4.37,10
39.094,1.03,4.37,10
39.114,1.03,4.37,10
39.277,0.94,4.53,10
39.344,0.94,4.53,10
39.349,0.94,4.53,10
39.352,0.94,4.53,10
39.446,0.94,4.61,10
39.452,0.94,4.61,10
39.457,0.94,4.61,10
39.469,0.94,4.61,10
39.552,0.94,4.69,10
39.556,0.94,4.69,10
39.561,0.94,4.69,10
39.567,0.94,4.69,10
39.694,0.94,4.86,10
39.704,0.94,4.86,10
39.716,0.94,4.86,10
39.732,0.94,4.86,10
39.781,0.94,4.94,10
39.813,0.94,4.94,10
39.856,0.94,5.03,10.1
39.86,0.94,5.03,10.1
39.951,0.94,5.12,10.1
39.959,0.94,5.12,10.1
39.964,0.94,5.12,10.1
39.973,0.94,5.12,10.1
40.058,0.94,5.2,10.1
40.066,0.94,5.2,10.1
40.07,0.94,5.2,10.1
40.079,0.94,5.2,10.1
40.152,0.94,5.38,10.1
40.172,0.94,5.38,10.1
40.175,0.94,5.38,10.1
40.192,0.94,5.38,10.1
40.274,0.94,5.46,10
40.28,0.94,5.46,10
40.364,0.94,5.55,10
40.376,0.94,5.55,10
40.387,0.94,5.55,10
40.393,0.94,5.55,10
40.448,0.94,5.64,10
40.456,0.94,5.64,10
40.464,0.94,5.64,10
40.478,0.94,5.64,10
40.566,1.03,5.74,10
40.569,1.03,5.74,10
40.573,1.03,5.74,10
40.58,1.03,5.74,10
40.689,1.03,5.82,10
40.696,1.03,5.82,10
40.7,1.03,5.82,10
40.706,1.03,5.82,10
40.784,0.94,5.91,10
40.795,0.94,5.91,10
40.803,0.94,5.91,10
40.807,0.94,5.91,10
40.919,0.94,6,10
40.929,0.94,6,10
40.933,0.94,6,10
40.943,0.94,6,10
41.044,0.94,6.17,10
41.051,0.94,6.17,10
41.057,0.94,6.17,10
41.063,0.94,6.17,10
41.163,0.94,6.26,10
41.169,0.94,6.26,10
41.172,0.94,6.26,10
41.176,0.94,6.26,10
41.281,0.94,6.35,10
41.346,0.94,6.35,10
41.351,0.94,6.35,10
41.365,0.94,6.35,10
41.404,0.94,6.44,10
41.417,0.94,6.44,10
41.433,0.94,6.44,10
41.445,0.94,6.44,10
41.514,0.94,6.53,10
41.525,0.94,6.53,10
41.528,0.94,6.53,10
41.535,0.94,6.53,10
41.609,0.94,6.62,10
41.614,0.94,6.62,10
41.622,0.94,6.62,10
41.706,0.94,6.71,10
41.71,0.94,6.71,10
41.734,0.94,6.71,10
41.845,0.94,6.8,10
41.85,0.94,6.8,10
41.864,0.94,6.8,10
41.869,0.94,6.8,10
41.946,0.94,6.88,10
41.954,0.94,6.88,10
41.965,0.94,6.88,10
41.976,0.94,6.88,10
42.064,0.94,6.98,10
42.071,0.94,6.98,10
42.08,0.94,6.98,10
42.088,0.94,6.98,10
42.18,0.94,7.07,10
42.217,0.94,7.07,10
42.22,0.94,7.07,10
42.263,1.03,7.16,10
42.272,1.03,7.16,10
42.276,1.03,7.16,10
42.335,1.03,7.26,10
42.397,1.03,7.35,10
42.408,1.03,7.35,10
42.412,1.03,7.35,10
42.417,1.03,7.35,10
42.542,1.03,7.55,9.9
42.546,1.03,7.55,9.9
42.553,1.03,7.55,9.9
42.56,1.03,7.55,9.9
42.646,1.03,7.65,10
42.657,1.03,7.65,10
42.659,1.03,7.65,10
42.661,1.03,7.65,10
42.756,1.03,7.75,10
42.761,1.03,7.75,10
42.771,1.03,7.75,10
42.773,1.03,7.75,10
42.854,1.03,7.85,10
42.857,1.03,7.85,10
42.873,1.03,7.85,10
42.877,1.03,7.85,10
42.944,1.03,7.95,10
42.952,1.03,7.95,10
42.955,1.03,7.95,10
42.966,1.03,7.95,10
43.05,1.03,8.05,10
43.053,1.03,8.05,10
43.056,1.03,8.05,10
43.071,1.03,8.05,10
43.182,1.03,8.14,10
43.186,1.03,8.14,10
43.189,1.03,8.14,10
43.196,1.03,8.14,10
43.309,0.94,8.24,10
43.321,0.94,8.24,10
43.325,0.94,8.24,10
43.339,0.94,8.24,10
43.425,0.94,8.33,10
43.433,0.94,8.33,10
43.441,0.94,8.33,10
43.444,0.94,8.33,10
43.51,0.94,8.42,10
43.531,0.94,8.42,10
43.535,0.94,8.42,10
43.545,0.94,8.42,10
43.616,0.94,8.52,10
43.632,0.94,8.52,10
43.692,0.94,8.61,10
43.722,0.94,8.61,10
43.802,0.94,8.71,10
43.809,0.94,8.71,10
43.819,0.94,8.71,10
43.829,0.94,8.71,10
43.887,0.94,8.8,10
43.894,0.94,8.8,10
43.91,0.94,8.8,10
43.915,0.94,8.8,10
44.004,1,8.89,10
44.012,1,8.89,10
44.019,1,8.89,10
44.031,1,8.89,10
44.179,0.94,9.07,10
44.189,0.94,9.07,10
44.2,0.94,9.07,10
44.21,0.94,9.07,10
44.298,0.94,9.17,10
44.301,0.94,9.17,10
44.314,0.94,9.17,10
44.319,0.94,9.17,10
44.472,0.94,9.26,10
44.549,0.94,9.26,10
44.552,0.94,9.26,10
44.559,0.94,9.26,10
44.562,0.94,9.35,10
44.637,0.94,9.45,10
44.643,0.94,9.45,10
44.649,0.94,9.45,10
44.72,0.94,9.54,10
44.732,0.94,9.54,10
44.761,0.94,9.54,10
44.767,0.94,9.54,10
44.858,0.94,9.64,10
44.866,0.94,9.64,10
44.871,0.94,9.64,10
44.883,0.94,9.64,10
44.992,0.94,9.74,10
44.998,0.94,9.74,10
45,0.94,9.74,10
45.016,0.94,9.74,10
45.095,1.03,9.84,10
45.157,1.03,9.94,10
45.165,1.03,9.94,10
45.172,1.03,9.94,10
45.243,1.03,10.04,10
45.247,1.03,10.04,10
45.254,1.03,10.04,10
45.264,1.03,10.04,10
45.361,0.94,10.14,10
45.378,0.94,10.14,10
45.383,0.94,10.14,10
45.388,0.94,10.14,10
45.48,0.94,10.24,10
45.527,0.94,10.24,10
45.53,0.94,10.24,10
45.536,0.94,10.24,10
45.608,1,10.33,10
45.61,1,10.33,10
45.613,1,10.33,10
45.616,1,10.33,10
45.712,1,10.42,10
45.726,1,10.42,10
45.732,1,10.42,10
45.736,1,10.42,10
45.829,1,10.51,10
45.838,1,10.51,10
45.848,1,10.51,10
45.855,1,10.51,10
45.903,1,10.61,10
45.983,1,10.7,10
45.997,1,10.7,10
46.002,1,10.7,10
46.006,1,10.7,10
46.077,1,10.79,9.9
46.088,1,10.79,9.9
46.097,1,10.79,9.9
46.128,1,10.88,9.9
46.186,1,10.97,9.9
46.194,1,10.97,9.9
46.206,1,10.97,9.9
46.254,1,11.06,9.9
46.37,1,11.16,10
46.381,1,11.16,10
46.384,1,11.16,10
46.392,1,11.16,10
46.479,1,11.25,10
46.483,1,11.25,10
46.533,1,11.25,10
46.539,1,11.25,10
46.602,1,11.35,10
46.611,1,11.35,10
46.62,1,11.35,10
46.622,1,11.35,10
46.7,1,11.45,10
46.713,1,11.45,10
46.726,1,11.45,10
46.728,1,11.45,10
46.805,1,11.54,10
46.82,1,11.54,10
46.828,1,11.54,10
46.84,1,11.54,10
46.952,1,11.64,10
46.954,1,11.64,10
46.964,1,11.64,10
46.97,1,11.64,10
47.09,1,11.74,10
47.099,1,11.74,10
47.102,1,11.74,10
47.111,1,11.74,10
47.25,1,11.83,10
47.253,1,11.83,10
47.259,1,11.83,10
47.263,1,11.83,10
47.373,1,11.93,10
47.383,1,11.93,10
47.387,1,11.93,10
47.398,1,11.93,10
47.617,1,12.21,10
47.667,1,12.21,10
47.672,1,12.21,10
47.683,1,12.21,10
47.715,1,12.31,10
47.726,1,12.31,10
47.732,1,12.31,10
47.754,1,12.31,10
47.829,1,12.4,10
47.915,1,12.49,10
47.919,1,12.49,10
47.932,1,12.49,10
47.935,1,12.49,10
48.005,1,12.59,9.9
48.007,1,12.59,9.9
48.027,1,12.59,9.9
48.031,1,12.59,9.9
48.118,1,12.78,10
48.121,1,12.78,10
48.125,1,12.78,10
48.132,1,12.78,10
48.214,1,12.88,10
48.224,1,12.88,10
48.232,1,12.88,10
48.244,1,12.88,10
48.364,1,13.06,10
48.372,1,13.06,10
48.377,1,13.06,10
48.38,1,13.06,10
48.478,1,13.15,10
48.487,1,13.15,10
48.494,1,13.15,10
48.505,1,13.15,10
48.583,1,13.25,10
48.586,1,13.25,10
48.597,1,13.25,10
48.666,1,13.34,10
48.741,1,13.34,10
48.745,1,13.34,10
48.749,1,13.34,10
48.803,1,13.44,10
48.807,1,13.44,10
48.81,1,13.44,10
48.814,1,13.44,10
48.9,1,13.53,10
48.906,1,13.53,10
48.911,1,13.53,10
48.92,1,13.53,10
49.011,1,13.64,10
49.017,1,13.64,10
49.025,1,13.64,10
49.037,1,13.64,10
49.104,1,13.74,10
49.109,1,13.74,10
49.12,1,13.74,10
49.135,1,13.74,10
49.27,1,13.84,10
49.278,1,13.84,10
49.283,1,13.84,10
49.299,1,13.84,10
49.393,1,13.94,9.9
49.407,1,13.94,9.9
49.411,1,13.94,9.9
49.423,1,13.94,9.9
49.52,1,14.04,9.9
49.526,1,14.04,9.9
49.538,1,14.04,9.9
49.553,1,14.04,9.9
49.615,1,14.13,9.9
49.62,1,14.13,9.9
49.629,1,14.13,9.9
49.64,1,14.13,9.9
49.705,1,14.23,9.9
49.775,1,14.23,9.9
49.78,1,14.33,10
49.788,1,14.33,10
49.871,1,14.43,10
49.882,1,14.43,10
49.888,1,14.43,10
49.904,1,14.43,10
49.976,1,14.53,10
49.982,1,14.53,10
49.986,1,14.53,10
49.991,1,14.53,10
50.08,1,14.63,10
50.088,1,14.63,10
50.095,1,14.63,10
50.11,1,14.63,10
50.181,1,14.73,10
50.183,1,14.73,10
50.189,1,14.73,10
50.28,1,14.82,10
50.292,1,14.82,10
50.337,1,14.82,10
50.345,1,14.82,10
50.467,1,14.91,10
50.472,1,14.91,10
50.479,1,14.91,10
50.491,1,14.91,10
50.594,1,15.01,10
50.603,1,15.01,10
50.61,1,15.01,10
50.619,1,15.01,10
50.734,1,15.2,10
50.801,1,15.2,10
50.803,1,15.2,10
50.808,1,15.2,10
50.888,1,15.4,10
50.894,1,15.4,10
50.901,1,15.4,10
50.913,1,15.4,10
50.999,1,15.5,10
51.003,1,15.5,10
51.013,1,15.5,10
51.02,1,15.5,10
51.115,1,15.7,10
51.12,1,15.7,10
51.125,1,15.7,10
51.127,1,15.7,10
51.205,1,15.79,10
51.212,1,15.79,10
51.214,1,15.79,10
51.315,1,15.89,10
51.322,1,15.89,10
51.335,1,15.89,10
51.345,1,15.89,10
51.484,1,16.07,10
51.494,1,16.07,10
51.499,1,16.07,10
51.514,1,16.07,10
51.625,1,16.17,10
51.627,1,16.17,10
51.632,1,16.17,10
51.64,1,16.17,10
51.793,1,16.27,10
51.863,1,16.27,10
51.875,1,16.27,10
51.878,1,16.27,10
51.907,1,16.37,9.9
51.922,1,16.37,9.9
51.925,1,16.37,9.9
51.927,1,16.37,9.9
51.999,1,16.47,9.9
52.015,1,16.47,9.9
52.027,1,16.47,9.9
52.04,1,16.47,9.9
52.121,1,16.57,9.9
52.131,1,16.57,9.9
52.137,1,16.57,9.9
52.164,1,16.57,9.9
52.292,1,16.78,9.9
52.294,1,16.78,9.9
52.306,1,16.78,9.9
52.309,1,16.78,9.9
52.409,1,16.99,9.9
52.422,1,16.99,9.9
52.437,1,16.99,9.9
52.444,1,16.99,9.9
52.508,1,17.09,9.9
52.514,1,17.09,9.9
52.532,1,17.09,9.9
52.538,1,17.09,9.9
52.601,1,17.19,9.9
52.612,1,17.19,9.9
52.62,1,17.19,9.9
52.642,1,17.19,9.9
52.702,1,17.29,9.9
52.708,1,17.29,9.9
52.715,1,17.29,9.9
52.723,1,17.29,9.9
52.814,1,17.4,10
52.873,1,17.4,10
52.884,1,17.4,10
52.897,1,17.4,10
53,1,17.5,10
53.01,1,17.5,10
53.019,1,17.5,10
53.029,1,17.5,10
53.163,1,17.6,10
53.172,1,17.6,10
53.181,1,17.6,10
53.184,1,17.6,10
53.273,1,17.7,9.9
53.277,1,17.7,9.9
53.288,1,17.7,9.9
53.295,1,17.7,9.9
53.367,1,17.8,9.9
53.373,1,17.8,9.9
53.383,1,17.8,9.9
53.392,1,17.8,9.9
53.454,1,17.9,9.9
53.458,1,17.9,9.9
53.469,1,17.9,9.9
53.48,1,17.9,9.9
53.573,1,18.09,9.9
53.58,1,18.09,9.9
53.587,1,18.09,9.9
53.589,1,18.09,9.9
53.7,1,18.27,9.9
53.702,1,18.27,9.9
53.705,1,18.27,9.9
53.71,1,18.27,9.9
53.82,1,18.36,10
53.914,1,18.36,10
53.918,1,18.36,10
53.923,1,18.36,10
53.966,1,18.45,10
53.973,1,18.45,10
53.979,1,18.45,10
53.992,1,18.45,10
54.091,1,18.53,10
54.113,1,18.53,10
54.131,1,18.53,10
54.135,1,18.53,10
54.185,1,18.62,10
54.188,1,18.62,10
54.198,1,18.62,10
54.211,1,18.62,10
54.323,1,18.72,10
54.33,1,18.72,10
54.335,1,18.72,10
54.352,1,18.72,10
54.421,1,18.81,10
54.431,1,18.81,10
54.435,1,18.81,10
54.443,1,18.81,10
54.508,1,18.91,10
54.518,1,18.91,10
54.523,1,18.91,10
54.533,1,18.91,10
54.629,1,19,10
54.696,1.08,19.1,10
54.707,1.08,19.1,10
54.712,1.08,19.1,10
54.72,1.08,19.1,10
54.785,1,19.19,10
54.79,1,19.19,10
54.874,1,19.28,9.9
54.919,1,19.28,9.9
54.98,1.08,19.38,9.9
54.988,1.08,19.38,9.9
54.994,1.08,19.38,9.9
55.006,1.08,19.38,9.9
55.066,1.08,19.48,9.9
55.077,1.08,19.48,9.9
55.092,1.08,19.48,9.9
55.097,1.08,19.48,9.9
55.229,1.08,19.59,9.9
55.244,1.08,19.59,9.9
55.25,1.08,19.59,9.9
55.253,1.08,19.59,9.9
55.333,0.94,19.68,9.9
55.352,0.94,19.68,9.9
55.358,0.94,19.68,9.9
55.368,0.94,19.68,9.9
55.494,0.71,19.84,10
55.506,0.71,19.84,10
55.518,0.71,19.84,10
55.535,0.71,19.84,10
55.776,0.66,19.92,10.1
55.793,0.66,19.92,10.1
55.846,0.66,19.92,10.1
55.852,0.66,19.92,10.1
55.896,0.81,19.93,10.2
55.98,0.81,19.93,10.2
55.986,0.81,19.93,10.2
55.989,0.81,19.93,10.2
56.026,1,19.92,10.3
56.037,1,19.92,10.3
56.048,1,19.92,10.3
56.054,1,19.92,10.3
56.12,1.1,19.92,10.4
56.186,1.1,19.9,10.5
56.194,1.1,19.9,10.5
56.208,1.1,19.9,10.5
56.287,1.2,19.88,10.7
56.293,1.2,19.88,10.7
56.3,1.2,19.88,10.7
56.326,1.2,19.88,10.7
56.401,1.2,19.87,10.8
56.417,1.2,19.87,10.8
56.429,1.2,19.87,10.8
56.436,1.2,19.87,10.8
56.53,1.1,19.83,11
56.534,1.1,19.83,11
56.538,1.1,19.83,11
56.548,1.1,19.83,11
56.667,1.1,19.8,11.3
56.676,1.1,19.8,11.3
56.681,1.1,19.8,11.3
56.715,1.1,19.8,11.3
56.774,1,19.79,11.4
56.78,1,19.79,11.4
56.784,1,19.79,11.4
56.847,1,19.77,11.5
56.869,1,19.75,11.6
56.882,1,19.75,11.6
56.893,1,19.75,11.6
57.018,1,19.75,11.6
57.094,1,19.73,11.7
57.098,1,19.73,11.7
57.104,1,19.73,11.7
57.718,1,19.72,11.8
57.73,1,19.72,11.8
57.734,1,19.72,11.8
57.747,1,19.72,11.8
57.844,0.91,19.7,12
57.848,0.91,19.7,12
57.855,0.91,19.7,12
57.861,0.91,19.7,12
57.942,0.91,19.69,12.1
57.969,1,19.69,12.2
57.974,1,19.69,12.2
57.981,1,19.69,12.2
58.067,1,19.69,12.4
58.125,1,19.69,12.4
58.129,1,19.69,12.4
58.132,1,19.69,12.4
58.189,1,19.69,12.5
58.192,1,19.69,12.5
58.2,1,19.69,12.5
58.22,1,19.69,12.5
58.311,1,19.67,12.8
58.316,1,19.67,12.8
58.327,1,19.67,12.8
58.331,1,19.67,12.8
58.413,0.9,19.66,12.9
58.417,0.9,19.66,12.9
58.427,0.9,19.66,12.9
58.437,0.9,19.66,12.9
58.515,0.9,19.65,13
58.523,0.9,19.65,13
58.529,0.9,19.65,13
58.542,0.9,19.65,13
58.623,0.9,19.65,13.2
58.634,0.9,19.65,13.2
58.641,0.9,19.65,13.2
58.652,0.9,19.65,13.2
58.757,0.9,19.64,13.4
58.76,0.9,19.64,13.4
58.764,0.9,19.64,13.4
58.771,0.9,19.64,13.4
58.831,0.9,19.64,13.5
58.923,0.9,19.64,13.6
58.931,0.9,19.64,13.6
58.935,0.9,19.64,13.6
58.937,0.9,19.64,13.6
59.061,1,19.63,13.8
59.064,1,19.63,13.8
59.071,1,19.63,13.8
59.122,1,19.63,13.8
59.167,1,19.62,13.9
59.17,1,19.62,13.9
59.174,1,19.62,13.9
59.177,1,19.62,13.9
59.278,1,19.62,14.1
59.288,1,19.62,14.1
59.299,1,19.62,14.1
59.308,1,19.62,14.1
59.392,1,19.62,14.2
59.398,1,19.62,14.2
59.408,1,19.62,14.2
59.418,1,19.62,14.2
59.531,1,19.62,14.3
59.538,1,19.62,14.3
59.548,1,19.62,14.3
59.563,1,19.62,14.3
59.668,1,19.62,14.4
59.671,1,19.62,14.4
59.688,1,19.62,14.4
59.693,1,19.62,14.4
59.76,1,19.63,14.5
59.783,1,19.63,14.5
59.863,0.9,19.63,14.6
59.865,0.9,19.63,14.6
59.885,0.9,19.63,14.6
59.897,0.9,19.63,14.6
60.034,0.9,19.63,14.7
60.042,0.9,19.63,14.7
60.048,0.9,19.63,14.7
60.073,0.9,19.63,14.7
60.147,0.9,19.63,14.8
60.154,0.9,19.63,14.8
60.229,0.9,19.63,14.8
60.233,0.9,19.63,14.8
60.246,0.9,19.63,14.8
60.248,0.9,19.63,14.8
60.366,0.9,19.63,15
60.373,0.9,19.63,15
60.396,0.9,19.63,15
60.406,0.9,19.63,15
60.513,0.9,19.64,15.2
60.529,0.9,19.64,15.2
60.532,0.9,19.64,15.2
60.543,0.9,19.64,15.2
60.66,0.9,19.65,15.4
60.663,0.9,19.65,15.4
60.667,0.9,19.65,15.4
60.679,0.9,19.65,15.4
60.76,0.9,19.65,15.5
60.763,0.9,19.65,15.5
60.771,0.9,19.65,15.5
60.777,0.9,19.65,15.5
60.886,1,19.65,15.6
60.91,1,19.65,15.6
60.914,1,19.65,15.6
60.929,1,19.65,15.6
61,1,19.66,15.7
61.005,1,19.66,15.7
61.017,1,19.66,15.7
61.021,1,19.66,15.7
61.147,1,19.66,15.8
61.277,1,19.65,15.9
61.281,1,19.65,15.9
61.285,1,19.65,15.9
61.294,1,19.65,15.9
61.298,1,19.65,15.9
61.309,1,19.65,15.9
61.323,1,19.65,15.9
61.346,1,19.65,16
61.352,1,19.65,16
61.36,1,19.65,16
61.365,1,19.65,16
61.539,1,19.65,16.1
61.546,1,19.65,16.1
61.549,1,19.65,16.1
61.571,1,19.65,16.1
61.691,1,19.65,16.3
61.697,1,19.65,16.3
61.702,1,19.65,16.3
61.706,1,19.65,16.3
61.797,1,19.65,16.4
61.802,1,19.65,16.4
61.809,1,19.65,16.4
61.815,1,19.65,16.4
61.899,0.9,19.66,16.6
61.908,0.9,19.66,16.6
61.911,0.9,19.66,16.6
61.923,0.9,19.66,16.6
62.126,0.9,19.67,16.7
62.138,0.9,19.67,16.7
62.151,0.9,19.67,16.7
62.238,0.9,19.67,16.7
62.278,0.9,19.68,16.8
62.292,0.9,19.68,16.8
62.296,0.9,19.68,16.8
62.304,0.9,19.68,16.8
62.379,0.9,19.69,16.8
62.384,0.9,19.69,16.8
62.406,0.9,19.69,16.8
